site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-FR-S-0372	Spindler Road Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					75.12	Franklin	Columbus		39.992686	-83.1678104	86FRXRVJ+52	Basketball Court; Playground		https://columbusrecparks.com/parks/spindler-road-park/	https://columbusrecparks.com/parks/spindler-road-park/	
OH-FR-S-0373	Stephen Drive Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.907	Franklin	Columbus		40.0739169	-82.8947223	86GV34F4+C2	Basketball Court; Playground	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 761. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/stephen-drive-park/	https://columbusrecparks.com/parks/stephen-drive-park/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0374	Stockbridge Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					22.9	Franklin	Columbus		39.8947838	-82.9708373	86FVV2VH+W2	Basketball Court; Playground		https://columbusrecparks.com/parks/stockbridge-park/	https://columbusrecparks.com/parks/stockbridge-park/	
OH-FR-S-0375	Stonecliff Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					12.24	Franklin	Columbus		40.0164728	-82.9389368	86GV2386+F2			https://columbusrecparks.com/parks/stonecliff-parkland/	https://columbusrecparks.com/parks/stonecliff-parkland/	
OH-FR-S-0376	Stoneridge Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					22.82	Franklin	Columbus		39.9025278	-83.05966	86FRWW3R+22	Basketball Court; Playground		https://columbusrecparks.com/parks/stoneridge-park/	https://columbusrecparks.com/parks/stoneridge-park/	
OH-FR-S-0377	Strawberry Farms Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					23.67	Franklin	Columbus		40.0720353	-82.9205068	86GV33CH+X2	Athletic Field; Ball Diamond; Basketball Court; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/strawberry-farms-park/	https://columbusrecparks.com/parks/strawberry-farms-park/	
OH-FR-S-0378	Sugar Farms Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					23.404	Franklin	Columbus		39.9896043	-83.1710328	86FRXRQH+W2	Wildlife Observation Area	Columbus Recreation and Parks Department official listing	https://columbusrecparks.com/parks/sugar-farms-parkland/	https://columbusrecparks.com/parks/sugar-farms-parkland/	
OH-FR-S-0379	Sugar Run Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					8.32	Franklin	Columbus		40.0941753	-82.8274285	86GV35VF+J2	Wildlife Observation Area		https://columbusrecparks.com/parks/sugar-run-parkland/	https://columbusrecparks.com/parks/sugar-run-parkland/	
OH-FR-S-0380	Sullivant Gardens Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					3.83	Franklin	Columbus		39.945487	-83.0182401	86FRWXWJ+42	Playground		https://columbusrecparks.com/parks/sullivant-gardens-park/	https://columbusrecparks.com/parks/sullivant-gardens-park/	
OH-FR-S-0381	Summitview Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.04	Franklin	Columbus		40.1382515	-83.088231	86GR4WQ6+82	Athletic Field; Ball Diamond; Basketball Court; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/summitview-park/	https://columbusrecparks.com/parks/summitview-park/	
OH-FR-S-0382	Sycamore Bottoms Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.14	Franklin	Columbus		39.9760624	-82.9467854	86FVX3G3+F2	Wildlife Observation Area		https://columbusrecparks.com/parks/sycamore-bottoms-parkland/	https://columbusrecparks.com/parks/sycamore-bottoms-parkland/	
OH-FR-S-0383	Sycamore Hills Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					7.8	Franklin	Columbus		40.0720339	-83.0494844	86GR3XC2+R2	Basketball Court; Playground		https://columbusrecparks.com/parks/sycamore-hills-park/	https://columbusrecparks.com/parks/sycamore-hills-park/	
OH-FR-S-0384	Tanager Woods	Natural Area			Active	City of Columbus	Columbus Recreation and Parks Department					41.97	Franklin	Columbus		40.0677683	-82.9209582	86GV339H+42	Wildlife Observation Area		https://columbusrecparks.com/parks/tanager-woods/	https://columbusrecparks.com/parks/tanager-woods/	
OH-FR-S-0385	Teaford Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					7.69	Franklin	Columbus		40.1018129	-82.9365284	86GV4327+M2	Wildlife Observation Area		https://columbusrecparks.com/parks/teaford-parkland/	https://columbusrecparks.com/parks/teaford-parkland/	
OH-FR-S-0386	Terrace Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				123 S Terrace Ave, Columbus, OH 43204	1.205	Franklin	Columbus		39.9509041	-83.0664351	86FRXW2M+72	Basketball Court; Playground		https://columbusrecparks.com/parks/terrace-park/	https://columbusrecparks.com/parks/terrace-park/	
OH-FR-S-0387	Thompson Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				5600 Thompson Rd, Columbus, OH 43230	46.55	Franklin	Upper Arlington		40.0436637	-83.0723144	86GR2WVH+C2	Basketball Court; Playground	Source: naparksohio.org/cityofnewalbany.com (domains egress-blocked; address confirmed via web search snippets, 2026-03-14). 59-acre district park. Seven tennis courts, one basketball court, walking trails, playgrounds, pavilions, concession stands, and full-size athletic fields. Note: Listed at Columbus OH address (43230) but managed by New Albany Parks & Recreation. CROSS-TIER FLAG: check Columbus Rec Parks website for cross-management. Address may also appear as 'New Albany' in some listings despite Columbus ZIP.	https://columbusrecparks.com/parks/thompson-park/	https://columbusrecparks.com/parks/thompson-park/;https://naparksohio.org/parks-and-facilities/;https://www.upperarlingtonoh.gov/189/Parks;https://www.upperarlingtonoh.gov/Facilities/	
OH-FR-S-0388	Three Creeks Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Sits at the confluence of Big Walnut Creek, Blacklick Creek, and Alum Creek.		127.23	Franklin			39.8803101	-82.8780905	86FVV4JC+52	Athletic Field; Ball Diamond; Basketball Court; Boat Ramp; Community Center; Disc Golf Course; Dog Park; Multi-use Trail; Parking Lot; Picnic Shelter; Picnic Table Cluster; Playground; Tennis Court; Wildlife Observation Area	Acres from MORPC: Three Creeks Park (MORPC, Groveport, PARK/M, src=Metro Parks)	https://columbusrecparks.com/parks/three-creeks-park/	https://columbusrecparks.com/parks/three-creeks-park/	
OH-FR-S-0389	Thurber Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.74	Franklin	Columbus		39.9655186	-82.9846861	86FVX288+62	Basketball Court; Playground		https://columbusrecparks.com/parks/thurber-park/	https://columbusrecparks.com/parks/thurber-park/	
OH-FR-S-0390	Tionda Drive Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.12	Franklin	Columbus		40.046106	-83.0050788	86GR2XWV+H2	Wildlife Observation Area		https://columbusrecparks.com/parks/tionda-drive-parkland/	https://columbusrecparks.com/parks/tionda-drive-parkland/	
OH-FR-S-0391	Trabue Woods Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					5.81	Franklin	Columbus		39.9797829	-83.1208511	86FRXVHH+W2	Basketball Court; Picnic Shelter; Playground		https://columbusrecparks.com/parks/trabue-woods-park/	https://columbusrecparks.com/parks/trabue-woods-park/	
OH-FAI-S-0392	Turnberry Golf Course	Recreation Facility				City of Columbus	Columbus Recreation and Parks Department			golf course in the Far East community. Nearby, you can enjoy Turnberry Parkland and Retreat at Turnberry.		209.13	Fairfield			39.921	-82.7915	86FVW6C5+99	Golf Course; Pond; Wildlife Observation Area	GPS and acreage from MORPC geometry; confirmed entirely in Fairfield County via polygon vertex analysis — all vertices 39.913–39.929°N, well south of Franklin-Fairfield boundary. Retains FR- ID; reassign to FAI- prefix during Fairfield County run.	https://columbusrecparks.com/parks/turnberry-golf-course/	https://columbusrecparks.com/parks/turnberry-golf-course/	
OH-FR-S-0393	Turnberry Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.05	Franklin	Columbus		39.9740569	-82.9503095	86FVX2FX+Q2	Wildlife Observation Area		https://columbusrecparks.com/parks/turnberry-parkland/	https://columbusrecparks.com/parks/turnberry-parkland/	
OH-FR-S-0394	Tuttle Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Tuttle Park is a trailhead for the Olentangy Trail which provides access to Antrim Park and Hard Road Park.		48.42	Franklin	Columbus		40.0109048	-83.0163448	86GR2X6M+72	Athletic Field; Ball Diamond; Basketball Court; Community Center; Disc Golf Course; Multi-use Trail; Parking Lot; Picnic Shelter; Playground; Tennis Court; Wildlife Observation Area		https://columbusrecparks.com/parks/tuttle-park/	https://columbusrecparks.com/parks/tuttle-park/	
OH-FR-S-0395	Upper Albany School Site	Park			Active	City of Columbus	Columbus Recreation and Parks Department					10.47	Franklin	Columbus		40.1086989	-82.85625	86GV445V+F2	Athletic Field; Ball Diamond; Basketball Court; Picnic Shelter; Playground; Tennis Court	School-site type park in Columbus Recreation & Parks inventory, analogous to Deaf School Park (FR-S-0139).	https://columbusrecparks.com/parks/upper-albany-school-site/	https://columbusrecparks.com/parks/upper-albany-school-site/	
OH-FR-S-0396	Upper Albany West M Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.725	Franklin	Columbus		40.1065918	-82.8517699	86GV444X+M2	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/upper-albany-west-m-parkland/	https://columbusrecparks.com/parks/upper-albany-west-m-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore;https://columbusrecparks.com/parks/upper-albany-west-p-parkland/;https://columbusrecparks.com/parks/upper-albany-west-q-parkland/	
OH-FR-S-0397	Vaughn Farm Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department				5091 Hayden Run Road, Columbus, Ohio 43221	4.409	Franklin	Columbus		40.062422	-83.130634	86GR3V69+W2	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: 275. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/vaughn-farm-parkland/	https://columbusrecparks.com/parks/vaughn-farm-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0398	Virginia Terrace Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					13.81	Franklin	Columbus		40.0473666	-82.889482	86GV24W6+R2			https://columbusrecparks.com/parks/virginia-terrace-parkland/	https://columbusrecparks.com/parks/virginia-terrace-parkland/	
OH-FR-S-0399	Virginialee Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					2.35	Franklin	Columbus		39.9657272	-82.9183695	86FVX38J+82	Basketball Court; Playground		https://columbusrecparks.com/parks/virginialee-park/	https://columbusrecparks.com/parks/virginialee-park/	
OH-FR-S-0400	Waggoner Chase Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					5.16	Franklin	Columbus		40.0058851	-82.7817448	86GV2649+72	Wildlife Observation Area		https://columbusrecparks.com/parks/waggoner-chase-parkland/	https://columbusrecparks.com/parks/waggoner-chase-parkland/	
OH-FR-S-0401	Walden Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					4.34	Franklin	Columbus		40.0816938	-82.966184	86GV32JM+P2	Athletic Field; Playground		https://columbusrecparks.com/parks/walden-park/	https://columbusrecparks.com/parks/walden-park/	
OH-FR-S-0402	Walnut Bluffs Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.15	Franklin	Columbus		39.974042	-82.9477144	86FVX3F2+Q2	Wildlife Observation Area		https://columbusrecparks.com/parks/walnut-bluffs-parkland/	https://columbusrecparks.com/parks/walnut-bluffs-parkland/	
OH-FR-S-0403	Walnut Hill Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.21	Franklin	Columbus		39.949986	-82.9168284	86FVW3XM+V2	Multi-use Trail; Parking Lot; Picnic Shelter; Picnic Table Cluster; Playground; Wildlife Observation Area		https://columbusrecparks.com/parks/walnut-hill-park/	https://columbusrecparks.com/parks/walnut-hill-park/	
OH-FR-S-0404	Walnut Street Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.96	Franklin	Columbus		40.1121782	-82.8293094	86GV456C+V2			https://columbusrecparks.com/parks/walnut-street-parkland/	https://columbusrecparks.com/parks/walnut-street-parkland/	
OH-FR-S-0405	Walnut View Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.42	Franklin	Columbus		39.9214045	-82.8421938	86FVW5C5+C2	Basketball Court; Multi-use Trail; Picnic Shelter; Picnic Table Cluster; Playground; Wildlife Observation Area		https://columbusrecparks.com/parks/walnut-view-park/	https://columbusrecparks.com/parks/walnut-view-park/	
OH-FR-S-0406	Waltham Woods Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.5	Franklin	Columbus		40.0710383	-82.9440801	86GV33C4+F2	Picnic Shelter; Picnic Table Cluster; Playground		https://columbusrecparks.com/parks/waltham-woods-park/	https://columbusrecparks.com/parks/waltham-woods-park/	
OH-FR-S-0407	Wango Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					43.355	Franklin	Columbus		40.0957988	-82.8456044	86GV35W3+92	Wildlife Observation Area		https://columbusrecparks.com/parks/wango-park/	https://columbusrecparks.com/parks/wango-park/	
OH-FR-S-0408	Warner Woods Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department				4790 Warner Road, Westerville, OH 43081	14.4	Franklin			40.092902	-82.863377	86GV34VP+42	Wildlife Observation Area	Columbus R&P nature preserve designation (overall Warner Woods Park ~53 ac)	https://columbusrecparks.com/parks/warner-woods-nature-preserve/	https://columbusrecparks.com/parks/warner-woods-nature-preserve/	
OH-FR-S-0409	Warner Woods Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.15	Franklin	Columbus		39.9520691	-82.9116911	86FVX32Q+V2	Athletic Field; Multi-use Trail; Pavilion; Picnic Shelter; Pump Track; Wildlife Observation Area		https://columbusrecparks.com/parks/warner-woods-park/	https://columbusrecparks.com/parks/warner-woods-park/	
OH-FR-S-0410	Warren Square	Open Space			Active	City of Columbus	Columbus Recreation and Parks Department					0.059	Franklin			39.992	-82.999	86FVX2R2+M2		Columbus Recreation and Parks Department official listing; Italian Village micro-park	https://columbusrecparks.com/parks/warren-square/	https://columbusrecparks.com/parks/warren-square/	
OH-FR-S-0411	Watercourse Dedication/Scioto	Water Site			Active	City of Columbus	Columbus Recreation and Parks Department						Franklin			39.946	-83.004	86FRWXWW+72	Multi-use Trail; Pond; Wildlife Observation Area	GPS approx: GPS approximate — Scioto River corridor, Columbus; address unconfirmed	https://columbusrecparks.com/parks/watercourse-dedication-scioto/	https://columbusrecparks.com/parks/watercourse-dedication-scioto/	
OH-FR-S-0412	Webster Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department			Nearby, you can enjoy Whetstone Park.	230 Webster Park Ave., Columbus, OH 43214	1.651	Franklin	Columbus		40.0390211	-83.0248469	86GR2XQG+J2	Wildlife Observation Area		https://columbusrecparks.com/parks/webster-nature-preserve/	https://columbusrecparks.com/parks/webster-nature-preserve/	
OH-FR-S-0413	Weinland Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					4.17	Franklin	Columbus		39.9888252	-83.0007437	86FRXXQX+G2	Basketball Court; Multi-use Trail; Picnic Shelter; Picnic Table Cluster; Playground		https://columbusrecparks.com/parks/weinland-park/	https://columbusrecparks.com/parks/weinland-park/	
OH-FR-S-0414	Wendler Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					4.28	Franklin	Columbus		40.0480149	-82.8929239	86GV24X4+92			https://columbusrecparks.com/parks/wendler-parkland/	https://columbusrecparks.com/parks/wendler-parkland/	
OH-FR-S-0415	West Bank Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			West Bank Park is a trailhead for the Scioto Trail.		18.64	Franklin	Columbus		39.9637295	-83.0144267	86FRXX7P+C2	Multi-use Trail; Wildlife Observation Area		https://columbusrecparks.com/parks/west-bank-park/	https://columbusrecparks.com/parks/west-bank-park/	
OH-FR-S-0416	West Bank Walkway	Park			Active	City of Columbus	Columbus Recreation and Parks Department			West Bank Walkway is a trailhead for the Scioto Trail.		22.38	Franklin	Columbus		39.9556504	-83.0088451	86FRXX4R+72	Multi-use Trail; Wildlife Observation Area	Linear park corridor. Possible duplicate or companion record to Westbank Walkway (FR-S-0704) — verify.	https://columbusrecparks.com/parks/west-bank-walkway/	https://columbusrecparks.com/parks/west-bank-walkway/	
OH-FR-S-0417	West Case Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.09	Franklin	Columbus		39.95097	-82.9111912	86FVX32Q+82			https://columbusrecparks.com/parks/west-case-park/	https://columbusrecparks.com/parks/west-case-park/	
OH-FR-S-0418	West Park Avenue Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					3.73	Franklin	Columbus		39.9547713	-83.0326521	86FRXX38+X2			https://columbusrecparks.com/parks/west-park-avenue-park/	https://columbusrecparks.com/parks/west-park-avenue-park/	
OH-FR-S-0419	Westchester Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.53	Franklin	Columbus		39.9357357	-83.1534994	86FRWRPW+82	Wildlife Observation Area		https://columbusrecparks.com/parks/westchester-parkland/	https://columbusrecparks.com/parks/westchester-parkland/	
OH-FR-S-0420	Westerford Village Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					5.25	Franklin	Columbus		40.0705355	-82.9226655	86GV33CG+92	Wildlife Observation Area		https://columbusrecparks.com/parks/westerford-village-parkland/	https://columbusrecparks.com/parks/westerford-village-parkland/	
OH-FR-S-0421	Westerville Woods Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.56	Franklin	Columbus		40.067065	-82.9234325	86GV338G+W2	Wildlife Observation Area		https://columbusrecparks.com/parks/westerville-woods-parkland/	https://columbusrecparks.com/parks/westerville-woods-parkland/	
OH-FR-S-0422	Westgate Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					43.11	Franklin	Columbus		39.9453001	-83.0857546	86FRWWW7+42	Athletic Field; Ball Diamond; Basketball Court; Community Center; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/westgate-park/	https://columbusrecparks.com/parks/westgate-park/	
OH-FR-S-0423	Westmoor Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					16.68	Franklin	Columbus		39.9609698	-83.0833847	86FRXW68+82	Basketball Court; Picnic Shelter; Playground		https://columbusrecparks.com/parks/westmoor-park/	https://columbusrecparks.com/parks/westmoor-park/	
OH-FR-S-0424	Wexford Green Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.71	Franklin	Columbus		39.976852	-83.1633539	86FRXRGP+P2	Basketball Court; Playground		https://columbusrecparks.com/parks/wexford-green-park/	https://columbusrecparks.com/parks/wexford-green-park/	
OH-FR-S-0425	Wheeler Memorial Park	Memorial			Active	City of Columbus	Columbus Recreation and Parks Department					4.005	Franklin	Columbus		39.9758865	-83.0136568	86FRXXGP+82	Playground		https://columbusrecparks.com/parks/wheeler-memorial-park/	https://columbusrecparks.com/parks/wheeler-memorial-park/	
OH-FR-S-0426	Whetstone Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Trailhead for the Olentangy Trail providing access to Northmoor Park. Adjacent to Webster Nature Preserve.		155.16	Franklin	Columbus		40.0431058	-83.0272043	86GR2XVF+62	Athletic Field; Ball Diamond; Community Center; Community Garden; Gazebo; Historic Marker; Multi-use Trail; Parking Lot; Pickleball Court; Picnic Shelter; Picnic Table Cluster; Playground; Pollinator Garden; Pond; Tennis Court; Wildlife Observation Area		https://columbusrecparks.com/parks/whetstone-park/	https://columbusrecparks.com/parks/whetstone-park/	
OH-FR-S-0427	White Ash Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					13.58	Franklin	Columbus		39.8771722	-82.8174999	86FVV5GM+R2	Wildlife Observation Area		https://columbusrecparks.com/parks/white-ash-parkland/	https://columbusrecparks.com/parks/white-ash-parkland/	
OH-FR-S-0428	Wicklow Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.63	Franklin	Columbus		39.9460629	-83.0774473	86FRWWWF+C2	Basketball Court; Playground		https://columbusrecparks.com/parks/wicklow-park/	https://columbusrecparks.com/parks/wicklow-park/	
OH-FR-S-0429	Wildrose Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.902	Franklin	Columbus		40.0764571	-82.893709	86GV34G4+G2	Wildlife Observation Area	Source: MORPC Parks and Open Space dataset (public-morpc.hub.arcgis.com), data updated 2025-07-01. MORPC ParkID: not assigned. MORPC Sub_Type: NOS (Neighborhood Open Space). Jurisdiction: Columbus. Status: Public.	https://columbusrecparks.com/parks/wildrose-parkland/	https://columbusrecparks.com/parks/wildrose-parkland/;https://public-morpc.hub.arcgis.com/datasets/parks-and-open-space/explore	
OH-FR-S-0430	Williams Creek Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					6.39	Franklin	Columbus		39.8903845	-82.9253305	86FVV3RF+52	Basketball Court; Parking Lot; Picnic Shelter; Playground		https://columbusrecparks.com/parks/williams-creek-park/	https://columbusrecparks.com/parks/williams-creek-park/	
OH-FR-S-0431	Willis Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					2.7	Franklin	Columbus		39.9501196	-82.8637614	86FVX42P+32	Basketball Court; Playground		https://columbusrecparks.com/parks/willis-park/	https://columbusrecparks.com/parks/willis-park/	
OH-FR-S-0432	Willow Creek Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					9.56	Franklin	Columbus		39.9108378	-83.041548	86FRWX65+72	Athletic Field; Ball Diamond; Basketball Court; Community Center; Community Garden; Parking Lot; Picnic Shelter; Playground; Pond; Tennis Court; Wildlife Observation Area		https://columbusrecparks.com/parks/willow-creek-park/	https://columbusrecparks.com/parks/willow-creek-park/	
OH-FR-S-0433	Willow Creek Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department					12.68	Franklin	Columbus		39.9097931	-83.0480582	86FRWX52+X2	Parking Lot; Wildlife Observation Area		https://columbusrecparks.com/parks/willow-creek-preserve/	https://columbusrecparks.com/parks/willow-creek-preserve/	
OH-FR-S-0434	Wilson Road Golf Course	Recreation Facility			Active	City of Columbus	Columbus Recreation and Parks Department					214.42	Franklin	Columbus		39.9926007	-83.1023626	86FRXVVX+22	Golf Course; Parking Lot; Pond	Established in 1966.	https://columbusrecparks.com/parks/wilson-road-golf-course/	https://columbusrecparks.com/parks/wilson-road-golf-course/	
OH-FR-S-0435	Wilson Road Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					0.29	Franklin	Columbus		39.9170457	-82.9740417	86FVW28G+V2	Basketball Court; Picnic Shelter; Playground		https://columbusrecparks.com/parks/wilson-road-park/	https://columbusrecparks.com/parks/wilson-road-park/	
OH-FR-S-0436	Winchester Bend Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					5.26	Franklin	Columbus		39.901187	-82.8898504	86FVW426+C2	Wildlife Observation Area		https://columbusrecparks.com/parks/winchester-bend-parkland/	https://columbusrecparks.com/parks/winchester-bend-parkland/	
OH-FR-S-0437	Winchester Meadows - Echelon Parkland	Park			Active	City of Columbus	Columbus Recreation and Parks Department					16.23	Franklin	Columbus		39.8743121	-82.8116864	86FVV5FQ+M2	Wildlife Observation Area		https://columbusrecparks.com/parks/winchester-meadows-echelon-parkland/	https://columbusrecparks.com/parks/winchester-meadows-echelon-parkland/	
OH-FR-S-0438	Winchester Meadows Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					1.62	Franklin	Columbus		39.875056	-82.8161301	86FVV5GM+42	Athletic Field; Ball Diamond; Basketball Court; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/winchester-meadows-park/	https://columbusrecparks.com/parks/winchester-meadows-park/	
OH-FR-S-0439	Winding Creek Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				39.932150, -82.864476	2.85	Franklin	Columbus		39.9324298	-82.8658164	86FVW4JM+W2	Basketball Court; Playground		https://columbusrecparks.com/parks/winding-creek-park/	https://columbusrecparks.com/parks/winding-creek-park/	
OH-FR-S-0440	Windsor Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				4408 Broadway, Grove City, OH 43123	34.41	Franklin	Grove City		39.8750532	-83.0936549	86FRVWG4+42	Basketball Court; Playground	Source: grovecityohio.gov (domain egress-blocked; address confirmed via web search snippets, 2026-03-14). 38-acre park. Home to youth baseball with 11 diamonds for teams preschool-aged to adult. Batting cages and tennis courts. 55+ years old.	https://columbusrecparks.com/parks/windsor-park/	https://columbusrecparks.com/parks/windsor-park/;https://www.grovecityohio.gov/182/City-Parks	
OH-FR-S-0441	Windward Farms Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					17.44	Franklin	Columbus		39.8991672	-83.1209085	86FRVVXH+P2	Athletic Field; Ball Diamond; Basketball Court; Parking Lot; Picnic Shelter; Playground; Tennis Court		https://columbusrecparks.com/parks/windward-farms-park/	https://columbusrecparks.com/parks/windward-farms-park/	
OH-FR-S-0442	Wolfe Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department			Wolfe Park is a trailhead for the Alum Creek Trail and Big Walnut Trail, which provides access to Academy Park, Big Walnut/Edgewater Parkland, and Big Walnut/Williams Road Parkland.		46.88	Franklin	Columbus		39.9658765	-82.9477952	86FVX382+92	Athletic Field; Ball Diamond; Basketball Court; Multi-use Trail; Parking Lot; Playground; Wildlife Observation Area		https://columbusrecparks.com/parks/wolfe-park/	https://columbusrecparks.com/parks/wolfe-park/	
OH-FR-S-0443	Woodbridge Green Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department				213 Camrose Court, Gahanna, OH 43230	6.38	Franklin	Columbus		40.1181159	-83.0594473	86GR4W9R+62	Basketball Court; Playground	Source: Gahanna Facilities page and Parks MORPC cross-ref: acreage 32.847 ac, ParkID not assigned, Sub_Type Regional Park. NOTE: gahanna.gov classifies as Community Park (213 Camrose Court); MORPC classifies as Regional Park — flag for resolution. & Trails Guide PDF.	https://columbusrecparks.com/parks/woodbridge-green-park/	https://columbusrecparks.com/parks/woodbridge-green-park/;https://www.gahanna.gov/Facilities;https://oh-gahanna.civicplus.com/DocumentCenter/View/278/Parks-and-Trails-Guide-PDF	
OH-FR-S-0444	Woodstream Nature Preserve	Nature Preserve			Active	City of Columbus	Columbus Recreation and Parks Department				4535 Big Walnutview Dr., Columbus, Ohio 43230	27.12	Franklin	Columbus		40.0717901	-82.8978892	86GV34C2+Q2	Wildlife Observation Area		https://columbusrecparks.com/parks/woodstream-nature-preserve/	https://columbusrecparks.com/parks/woodstream-nature-preserve/	
OH-FR-S-0445	Woodstream Park	Park			Active	City of Columbus	Columbus Recreation and Parks Department					4.2	Franklin	Columbus		40.0708781	-82.8972598	86GV34C3+62	Basketball Court; Playground		https://columbusrecparks.com/parks/woodstream-park/	https://columbusrecparks.com/parks/woodstream-park/	
