Access Point ID	Name	AP Type	Status	Parent Entity Type	Parent Entity ID	County	Township	Municipality	Address	GPS Lat	GPS Lon	Plus Code	Features	Identity Notes	Notes	URL
OH-FR-AP-0073	Hoover Reservoir Trailhead	Trailhead	Active	Trail	OH-FR-T-0101	Franklin		Westerville		40.127905	-82.887498	86GV44H7+52	Parking; Restroom; Trail map kiosk; Reservoir access	CRPD-listed northern terminus trailhead for Big Walnut Trail	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/big-walnut-trail/
OH-FR-AP-0074	Three Creeks Park Big Walnut Trailhead	Trailhead	Active	Trail	OH-FR-T-0101	Franklin	Madison Township	Groveport		39.88031	-82.87809	86FVV4JC+4Q	Parking; Restroom; Trail map kiosk; Natural areas; Multi-trail hub	CRPD-listed southern terminus trailhead for Big Walnut Trail; also serves Alum Creek and Blacklick Creek trails	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/big-walnut-trail/
OH-DEL-AP-0075	McNamara Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0101	Delaware	Genoa Township	Westerville		40.1824	-82.906154	86GV53JV+XG	Parking; Trail map kiosk	Trailhead in Delaware County providing northern access to Big Walnut Trail near Hoover Reservoir	Greenway trailhead with parking. GPS source: Nominatim-MED. Coordinates require confirmation.	https://columbusrecparks.com/facilities/trails/greenways/big-walnut-trail/
OH-FR-AP-0076	Hayden Park Big Walnut Trailhead	Trailhead	Active	Trail	OH-FR-T-0101	Franklin		Columbus		39.98966	-82.938413	86FVX3Q6+VJ	Parking; Trail map kiosk	Secondary access point for Big Walnut Trail corridor in south Columbus east side; also serves Alum Creek Trail	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/big-walnut-trail/
OH-FR-AP-0077	Portman Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0102	Franklin		Columbus		39.907726	-82.812238	86FVW55Q+34	Parking; Trail map kiosk	CRPD-listed trailhead with parking for Blacklick Creek Trail	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/blacklick-creek-trail/
OH-FAI-AP-0078	Retreat at Turnberry Trailhead	Trailhead	Active	Trail	OH-FR-T-0102	Fairfield	Violet Township	Pickerington		39.910291	-82.78599	86FVW667+4J	Parking; Trail map kiosk	CRPD-listed trailhead with parking for Blacklick Creek Trail; park in Fairfield County at Pickerington	Greenway trailhead with parking. GPS source: Nominatim-LOW. Coordinates require confirmation.	https://columbusrecparks.com/facilities/trails/greenways/blacklick-creek-trail/
OH-FR-AP-0079	Three Creeks Park Blacklick Trailhead	Trailhead	Active	Trail	OH-FR-T-0102	Franklin	Madison Township	Groveport		39.88031	-82.87809	86FVV4JC+4Q	Parking; Restroom; Trail map kiosk; Natural areas; Multi-trail hub	CRPD-listed trailhead for Blacklick Creek Trail at Three Creeks confluence; also serves Alum Creek and Big Walnut trails	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/blacklick-creek-trail/
OH-FR-AP-0080	Lou Berliner Sports Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0110	Franklin		Columbus		39.932041	-83.006662	86FRWXJV+R8	Parking; Restroom; Trail map kiosk; Sports facilities adjacent	CRPD-listed trailhead with parking for Scioto Trail; northern section access	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/scioto-trail/
OH-FR-AP-0081	Dodge Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0110	Franklin		Columbus		39.953393	-83.014699	86FRXX3P+94	Parking; Restroom; Bike repair station; Trail map kiosk; Community center access; Pool access	CRPD-listed trailhead with parking for Scioto Trail; trail hub with bike repair station and shelter per CRPD	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/scioto-trail/
OH-FR-AP-0082	Scioto Audubon Metro Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0110	Franklin	Franklin Township	Columbus		39.933	-83.021	86FRWXMH+5H	Parking; Restroom; Trail map kiosk; Metro park access	CRPD-listed trailhead for Scioto Trail at Scioto Audubon Metro Park; south Columbus access	Greenway trailhead with parking. GPS source: Nominatim-MED. Coordinates require confirmation.	https://columbusrecparks.com/facilities/trails/greenways/scioto-trail/
OH-FR-AP-0083	Saunders Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0110	Franklin		Columbus		39.976873	-82.96605	86FVX2GM+PH	Parking; Trail map kiosk	Scioto Trail corridor access point in south Columbus	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/scioto-trail/
OH-FR-AP-0084	Sawyer Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0110	Franklin		Columbus		39.975749	-82.973775	86FVX2GG+7F	Parking; Trail map kiosk	Scioto Trail corridor access point in south Columbus near Saunders Park	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/scioto-trail/
OH-FR-AP-0085	Spindler Road Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0107	Franklin		Columbus		39.992686	-83.16781	86FRXRVJ+3V	Parking; Bike repair station; Trail map kiosk; Spindler Road Sports Park adjacent	CRPD-listed trailhead; southern terminus of Hellbranch Trail (runs from Spindler Road Park to Heritage Trail)	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/hellbranch-trail/
OH-FR-AP-0086	Franks Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0107	Franklin		Columbus		40.013327	-83.168545	86GR2R7J+8H	Parking; Trail map kiosk	CRPD-listed trailhead with parking for Hellbranch Trail	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/hellbranch-trail/
OH-FR-AP-0087	Battelle Darby Creek Camp Chase Trailhead	Trailhead	Active	Trail	OH-MC-T-0003	Franklin	Pleasant Township	Columbus		39.883247	-83.212288	86FRVQMQ+73	Parking; Restroom; Trail map kiosk; Metro park access	CRPD-listed western terminus trailhead for Camp Chase Trail at Battelle Darby Metro Park	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/camp-chase-trail/
OH-FR-AP-0088	Wilson Road Park Trailhead	Trailhead	Active	Trail	OH-MC-T-0003	Franklin		Columbus		39.917046	-82.974042	86FVW28G+R9	Parking; Bike repair station; Water fountain; Open-air shelter; Trail map kiosk	CRPD-listed trailhead; trail hub per CRPD with bike repair station, water, shelter	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/camp-chase-trail/
OH-FR-AP-0089	Battelle Darby Creek Darby Trail Trailhead	Trailhead	Active	Trail	OH-FR-T-0103	Franklin	Pleasant Township	Columbus		39.883247	-83.212288	86FRVQMQ+73	Parking; Restroom; Trail map kiosk; Metro park access	Primary trailhead for Darby Creek Trail; accessed from Camp Chase Trail at Battelle Darby Metro Park	Greenway trailhead with parking. GPS source: DB.	https://columbusrecparks.com/facilities/trails/greenways/darby-creek-trail/
OH-FR-AP-0090	Heritage Trail Metro Park Trailhead	Trailhead	Active	Trail	OH-FR-T-0113	Franklin	Norwich Township	Hilliard		40.046044	-83.177271	86GR2RWF+C3	Parking; Trail map kiosk; Old Hilliard access	CRPD-listed primary trailhead for Heritage Rail Trail at Heritage Trail Metro Park in Hilliard	Greenway trailhead with parking. GPS source: Nominatim-MED. Coordinates require confirmation.	https://columbusrecparks.com/facilities/trails/greenways/heritage-trail/
