Berwin Park,Municipal Park,Train-themed playground; picnic tables; benches; small basketball area,Active,City of Kettering,City of Kettering,,"1400 Berwin Ave., Kettering, OH 45429",1.7,Kettering,Montgomery,"39.6959,-84.168",,,,,,,,,https://www.playkettering.org/berwin-park/,
Blackhawk Park,Municipal Park,Ball fields; basketball courts; playground; picnic shelter; grill; paved path,Active,City of Kettering,City of Kettering,,"3005 Blackhawk Dr., Kettering, OH 45420",7.3,Kettering,Montgomery,"39.6847,-84.1298",,,,,,,,,https://www.playkettering.org/blackhawk-park/,
Delco Park,Municipal Park,Fishing pond; BMX track; shelters; restrooms; trails; large open fields,Active,City of Kettering,City of Kettering,,"1700 Delco Park Dr., Kettering, OH 45420",69,Kettering,Montgomery,"39.7053,-84.1137",,,,,,,,,https://www.playkettering.org/delco-park/,
Ernst Park,Municipal Park,Shelter; grills; bike/walking paths; playground; drinking fountains; picnic tables,Active,City of Kettering,City of Kettering,,"1030 E. David Rd., Kettering, OH 45429",14,Kettering,Montgomery,"39.6894,-84.1477",,,,,,,,,https://www.playkettering.org/ernst-park/,
Gentile Nature Park,Municipal Park,Zipline; nature playground; bike path connector; historical displays; walking path,Active,City of Kettering,City of Kettering,,"915 Peach Orchard Rd., Kettering, OH 45420",19,Kettering,Montgomery,"39.717,-84.1347",,,,,,,,,https://www.playkettering.org/gentile-nature-park/,
Glaser Park,Municipal Park,Railroad-themed playground; swings; basketball court; picnic tables; walking loop,Active,City of Kettering,City of Kettering,,"1851 Doris Dr., Kettering, OH 45429",0.8,Kettering,Montgomery,"39.6957,-84.169",,,,,,,,,https://www.playkettering.org/glaser-park/,
Hills & Dales MetroPark,Park District Park,Historic Olmsted?designed park with trails and wetlands,Active,Five Rivers MetroParks,Five Rivers MetroParks,,,63,Kettering,Montgomery,,,,,,,,,,,
Indian Riffle Park,Municipal Park,Accessible playground; shelters; paved loop trail; fishing pond; ball fields; sledding hill; restrooms,Active,City of Kettering,City of Kettering,,"2801 E. Stroop Rd., Kettering, OH 45440",,Kettering,Montgomery,"39.6946,-84.1298",,,,,,,,,https://www.playkettering.org/indian-riffle-park/,
Irelan Park,Municipal Park,Two shelters; playground; volleyball courts; ball diamonds; drinking fountains; grills; walking paths,Active,City of Kettering,City of Kettering,,"4532 Marshall Rd., Kettering, OH 45429",16,Kettering,Montgomery,"39.6865,-84.1597",,,,,,,,,https://www.playkettering.org/irelan-park/,
Kantner Park,Municipal Park,Accessible playground; basketball courts; walking paths; picnic areas,Active,City of Kettering,City of Kettering,,"1512 Brownleigh Rd., Kettering, OH 45429",5,Kettering,Montgomery,"39.6899,-84.173",,,,,,,,,https://www.playkettering.org/kantner-park/,
Kennedy Park,Municipal Park,Splash pad; farm-themed playground; pickleball courts; ball fields; restrooms; picnic areas,Active,City of Kettering,City of Kettering,,"5073 Bigger Rd., Kettering, OH 45440",15,Kettering,Montgomery,"39.6769,-84.129",,,,,,,,,https://www.playkettering.org/kennedy-park/,
Lincoln Park Civic Commons,Municipal Park,Civic art; pond; walkways; event lawn; cultural gathering space,Active,City of Kettering,City of Kettering,,"675 Lincoln Park Blvd., Kettering, OH 45429",14,Kettering,Montgomery,"39.697,-84.155",,,,,,,,,https://www.playkettering.org/lincoln-park-civic-commons/,
Oak Creek Park,Municipal Park,Playground; picnic areas; walking path,Active,City of Kettering,City of Kettering,,"2239 Berrycreek Dr., Kettering, OH 45440",5,Kettering,Montgomery,"39.6768,-84.1139",,,,,,,,,https://www.playkettering.org/oak-creek-park/,
Oak Park,Municipal Park,Playground; shelter; grill; picnic tables; courts; ball field; walking path,Active,City of Kettering,City of Kettering,,"2055 Malcom Dr., Kettering, OH 45420",,Kettering,Montgomery,"39.704,-84.1355",,,,,,,,,https://www.playkettering.org/oak-park/,
Pasadena Green Space,Municipal Park,Open lawn; walking access,Active,City of Kettering,City of Kettering,,"3200 N. Marshall Rd., Kettering, OH 45429",1.5,Kettering,Montgomery,"39.716,-84.159",,,,,,,,,https://www.playkettering.org/pasadena-green-space/,
Pondview Park,Municipal Park,Walking trails; pond; bridges; benches; restrooms; drinking fountain,Active,City of Kettering,City of Kettering,,"2320 Pondview Dr., Kettering, OH 45440",12.5,Kettering,Montgomery,"39.6829,-84.1119",,,,,,,,,https://www.playkettering.org/pondview-park/,
Southdale Park,Municipal Park,Playground; Habitat Environmental Center; trails; picnic areas,Active,City of Kettering,City of Kettering,,"3036 Bellflower St., Kettering, OH 45409",8,Kettering,Montgomery,"39.695,-84.1695",,,,,,,,,https://www.playkettering.org/southdale-park/,
Southern Hills Park,Municipal Park,Village-themed playground; courts; picnic areas; walking path,Active,City of Kettering,City of Kettering,,"1545 Sacramento Dr., Kettering, OH 45429",2,Kettering,Montgomery,"39.7164,-84.164",,,,,,,,,https://www.playkettering.org/southern-hills-park/,
State Farm Park,Municipal Park,Ball fields; playground; shelter; open fields; parking,Active,City of Kettering,City of Kettering,,"2510 Blackhawk Dr., Kettering, OH 45420",31.6,Kettering,Montgomery,"39.689,-84.128",,,,,,,,,https://www.playkettering.org/state-farm-park/,
Tait Park,Municipal Park,Fire-house playground; shelter; courts; picnic areas,Active,City of Kettering,City of Kettering,,"3750 Tait Rd., Kettering, OH 45429",9.1,Kettering,Montgomery,"39.686,-84.225",,,,,,,,,https://www.playkettering.org/tait-park/,
Van Buren Park,Municipal Park,Playground; shelter; courts; picnic areas,Active,City of Kettering,City of Kettering,,"1450 Scottsdale Ave., Kettering, OH 45429",5.5,Kettering,Montgomery,"39.703,-84.159",,,,,,,,,https://www.playkettering.org/van-buren-park/,
Walther Park,Municipal Park,Natural-themed playground; courts; picnic areas; benches; drinking fountains,Active,City of Kettering,City of Kettering,,"4421 Overland Trail, Kettering, OH 45429",4.5,Kettering,Montgomery,"39.6869,-84.1693",,,,,,,,,https://www.playkettering.org/walther-park/,
Wenzler Park,Municipal Park,"Treehouse-themed playground, picnic areas, courts, walking paths, and shelter",Active,City of Kettering,City of Kettering,,"3535 Sharewood Ct., Kettering, OH 45429",4.6,Kettering,Montgomery,"39.6898,-84.1648",,,,,,,,,https://www.playkettering.org/wenzler-park/,
Woodman Fen Conservation Area,Park District Conservation Area,Protected fen ecosystem with boardwalk,Active,,Five Rivers MetroParks,,,33,Kettering,Montgomery,,,,,,,,,Fen ecosystem,,
Huffman Dam - USACE River Access,River Access,River access and open space near Huffman Dam,Active,U.S. Army Corps of Engineers,U.S. Army Corps of Engineers,,"Near Lower Valley Pike, Dayton, OH 45424",,Mad River Township,Greene,,,,,,,,,Adjacent to Huffman MetroPark,,
Crains Run County Nature Preserve,County Nature Preserve,"County?managed river corridor with wetlands, riparian habitat, and access to the Great Miami River Trail",Active,Montgomery County,Montgomery County,,"10400 Dayton Cincinnati Pike, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.588,-84.2735",,,,,,,,"Multiple unofficial names exist online (""Nature Area"" / ""Nature Park""); consolidated into a single county?managed conservation parcel.",https://mcdwater.org (if applicable),
Great Miami River Access - Medlar Road,Fishing Access,Roadside public access to Great Miami River near Medlar Conservation Area,Active,"Miami Township, Ohio",,,"Medlar Rd at Great Miami River, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.5985,-84.2808",,,,,,,,Verified public river access point,,
Miamisburg High School Nature Edge,Public School Property,Wooded perimeter and open natural edge with public walking access outside school hours,Active,Miamisburg Schools,Miamisburg Schools,,"1860 Belvo Rd, Miamisburg, OH 45342",,Miami Township,Montgomery,"39.6274,-84.2619",,,,,,,,Qualifies due to public access and ecological edge habitat,,
Beachler Park,Municipal Park,Neighborhood park with playground and basic amenities,Active,City of Miamisburg,City of Miamisburg,,412 Ninth St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Bell Civic Park,Municipal Park,Small civic greenspace,Active,City of Miamisburg,City of Miamisburg,,1021 S. Main St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Benner Park,Municipal Park,Athletic fields and open green space,Active,City of Miamisburg,City of Miamisburg,,1608 Maue Rd.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
BMX Bike Trail,Internal Feature,Named BMX trail within Miamisburg Community Park,Active,City of Miamisburg,City of Miamisburg,,1681 Maue Road (Sycamore Trails Park),,Miamisburg,Montgomery,,,,,,,,,Contained within Miamisburg Community Park,https://www.playmiamisburg.com/parks_facilities/,
Canal Run Dog Park,Internal Feature,Off?leash dog park within Miamisburg Community Park,Active,City of Miamisburg,City of Miamisburg,,550 South First Street (inside Community Park),,Miamisburg,Montgomery,,,,,,,,,Contained within Miamisburg Community Park,https://www.playmiamisburg.com/parks_facilities/,
Carnegie Center,Recreation Facility,Community recreation and cultural facility,Active,City of Miamisburg,City of Miamisburg,,426 E. Central Ave.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Case Landing,Municipal Park,River access site on the Great Miami River for non-motorized watercraft,Active,City of Miamisburg,City of Miamisburg,,Linden & Riverview Ave.,,Miamisburg,Montgomery,,,,,,,,,Great Miami River access,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Community Park,Municipal Park,Basketball courts; playground; walking path; contains Canal Run Dog Park; BMX trail; skate park,Active,City of Miamisburg,City of Miamisburg,,550 South First Street,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf; https://www.playmiamisburg.com/parks_facilities/parks/,
Community Park Learning Center,Recreation Facility,Indoor learning and community space,Active,City of Miamisburg,City of Miamisburg,,550 S. First St.,,Miamisburg,Montgomery,,,,,,,,,,https://storage.googleapis.com/proudcity/playmiamisburgoh/uploads/2022/05/Parks-Map-2022.pdf,
Ellerton Cemetery,Cemetery,"Rural cemetery with open lawn, tree cover, and passive recreation access",Active,Miami Township,Miami Township,,"6480 Farmersville West Carrollton Rd, Miamisburg, OH 45342",,Miamisburg,Montgomery,"39.6351,-84.336",,,,,,,,Qualifies due to canopy and passive walking access.,,
