Victory Park,Municipal Park,"Neighborhood park with play structure, paved walking path, and greenspace",Active,City of Vandalia,City of Vandalia,,"Cyril Ct / Clyde St / Attica St, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8865,-84.1965",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Victory-Park-13
Warner Park,Municipal Park,"Neighborhood park with benches, playground equipment, paved walkway, and greenspace",Active,City of Vandalia,City of Vandalia,,"405 Allenhurst Ave, Vandalia, OH 45377",,Vandalia,Montgomery,"39.8858,-84.1937",,,,,,,,,https://vandaliaohio.org/Facilities/Facility/Details/Warner-Park-14
Verona Village Park,Municipal Park,Ballfield; basketball court; playground; open greenspace,Active,Village of Verona,Village of Verona,,Unnamed access road off N State St (Plus Code: WG37+Q2),,Verona,Montgomery,"39.91,-84.532",,,,,,,,,https://www.veronaohio.org
Washington Township RecPlex Grounds,Recreation Grounds,Recreation center grounds with open space,Active,Washington Township,Washington Township,,"895 Miamisburg?Centerville Rd., Dayton, OH 45459",33,Washington Township,Montgomery,,,,,,,,,,
Donnington Park,Municipal Park,Playground equipment and a half basketball court,Active,City of West Carrollton,City of West Carrollton,,350 Donnington Dr.,,West Carrollton,Montgomery,,,,,,,,,Playground and court amenities only.,
Friend Park,Municipal Park,Playground equipment; bike trail access; half basketball court,Active,City of West Carrollton,City of West Carrollton,,155 Squire St.,,West Carrollton,Montgomery,,,,,,,,,Bike trail access; neighborhood park with mixed recreation amenities.,
Grantwood Park,Municipal Park,Picnic shelter; playground equipment; basketball court,Active,City of West Carrollton,City of West Carrollton,,35 Grantwood Ave.,,West Carrollton,Montgomery,,,,,,,,,Standard neighborhood park amenities.,
Harmon Park,Municipal Park,Playground equipment; half basketball court; three baseball fields; lighted football field,Active,City of West Carrollton,City of West Carrollton,,545 N. Elm St.,,West Carrollton,Montgomery,,,,,,,,,Includes multiple ballfields.,
Hintermeister Park,Municipal Park,Natural walking trails; butterfly garden; dog park; picnic shelter; restrooms; playground; basketball court,Active,City of West Carrollton,City of West Carrollton,,1300 Mayrose Dr.,,West Carrollton,Montgomery,,,,,,,,,Contains natural?area features including trails and pollinator habitat.,
Lake Forest Park,Municipal Park,Playground equipment in a neighborhood greenspace,Active,City of West Carrollton,City of West Carrollton,,131 Lake Forest Dr.,,West Carrollton,Montgomery,,,,,,,,,Small neighborhood park with basic play amenities.,
Leiwig Park,Municipal Park,Picnic shelter with electricity; playground equipment; paved trail; basketball court,Active,City of West Carrollton,City of West Carrollton,,5299 Lindbergh Blvd.; 5500 Andover Ave,,West Carrollton,Montgomery,,,,,,,,,Includes a shelter with power and mixed recreation amenities.,
Miami & Erie Canal Park,Municipal Park,Picnic shelter; playground equipment; canoe launch,Active,City of West Carrollton,City of West Carrollton,,5457 Marina Dr.,,West Carrollton,Montgomery,,,,,,,,,Located on the canal; includes water access and corridor adjacency.,
Weidner Park,Municipal Park,"Picnic shelter, restrooms, playground, courts, and ballfield",Active,City of West Carrollton,City of West Carrollton,,150 E. Central Ave.,,West Carrollton,Montgomery,,,,,,,,,Large multi-use community park with diverse recreation facilities.,
West Carrollton Soccer Complex,Municipal Park,"Soccer fields with playground, restrooms, and shelter",Active,City of West Carrollton,City of West Carrollton,,4800 Hydraulic Rd.,,West Carrollton,Montgomery,,,,,,,,,Primary soccer facility for the city.,
Wilson Park & Pool,Municipal Park,"Community park with shelters, courts, pool, disc golf, and walking trails",Active,City of West Carrollton,City of West Carrollton,,350 Wilson Park Dr.; 1226 S. Elm St.,,West Carrollton,Montgomery,,,,,,,,,Primary community park with extensive recreation facilities.,
Bear Creek Corridor (Miami Township Segment),Controversial,Officially recognized riparian corridor with wildlife habitat and public access at road crossings,Active,Montgomery County,Montgomery County,,"Bear Creek through Miami Township, OH",,,Montgomery,"39.64,-84.32",,,,,,,,Verified hydrological corridor with ecological value,
Great Miami Mitigation Bank Conservation Area,Park District Conservation Area,A 360?acre wetland and stream mitigation bank restored and managed by MetroParks; major bird habitat,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",360,,Montgomery,"39.818,-84.343",,,,,,,,Part of Spring Run Conservation Area; adjacent to Sycamore State Park.,https://www.metroparks.org/places-to-go/spring-run/
Great Miami River Corridor (Miami Township Segment),Controversial,Riparian corridor along the Great Miami River with public access at crossings; Regional paved trail along the Great Miami River with multiple access points,Active,Miami Township,Miami Township,,"Near Dayton?Cincinnati Pike, Miamisburg, OH 45342",,,Montgomery,"39.62,-84.27",,,,,,,,Linear natural corridor with ecological value; Official regional trail; only Miami Township segments included,
Great Miami South Connector,Controversial,Greenway corridor linking Miamisburg and West Carrollton,Active,Five Rivers MetroParks,Five Rivers MetroParks,,Along Great Miami River south of Dayton,,,Montgomery,,,,,,,,,Linear natural corridor,
Holes Creek Corridor (Miami Township Segment),Controversial,Officially recognized riparian corridor with public access at multiple road crossings,Active,Montgomery County,Montgomery County,,"Holes Creek through Miami Township, OH",,,Montgomery,"39.626,-84.249",,,,,,,,Verified hydrological corridor with ecological value,
Monument Avenue River Parcel,Greenway,Small riverfront parcel with riparian vegetation,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Monument Ave., Dayton, OH",,,Montgomery,,,,,,,,,River corridor fragment,
ODNR Stillwater River Fishing Access,Fishing Access,Multiple ODNR?recognized fishing access sites along the Stillwater River,Active,Ohio Department of Natural Resources,Ohio Department of Natural Resources,,,,,Montgomery,,,,,,,,,,
Riverside Drive Riparian Parcel,Greenway,Riparian parcel along Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Riverside Dr., Dayton, OH",,,Montgomery,,,,,,,,,River corridor fragment,
Spring Run - Former Larch Tree Golf Course Parcel,Park District Conservation Area,"A 190-acre former golf course restored to conservation land with grasslands, riparian buffers, and early successional habitat; part of Spring Run Conservation Area.",Active,,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",190,,Montgomery,"39.818,-84.343",,,,,,,,Part of Spring Run Conservation Area.,https://www.metroparks.org/places-to-go/spring-run/
Spring Run Conservation Area,Park District Conservation Area,"A 550-acre MetroParks conservation complex including the Great Miami Mitigation Bank and former Larch Tree Golf Course parcel; restored wetlands, riparian corridors, and grasslands.",Active,,Five Rivers MetroParks,,"2765 N Snyder Rd, Dayton, OH 45426",550,,Montgomery,"39.818,-84.343",,,,,,,,Contains Great Miami Mitigation Bank and Larch Tree parcels; adjacent to Sycamore State Park.,https://www.metroparks.org/places-to-go/spring-run/
Stillwater Bend Natural Area,Park District Conservation Area,Undeveloped natural area along Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Siebenthaler Ave., Dayton, OH",,,Montgomery,,,,,,,,,Undeveloped MetroParks holding,
Stillwater River Access (MetroParks),Fishing Access,River access point managed by MetroParks,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Riverside Dr., Dayton, OH",,,Montgomery,,,,,,,,,River access,
Stillwater River Trail Corridor (MetroParks),Controversial,Riparian bikeway corridor along the Stillwater River,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Along Stillwater River, Montgomery County",,,Montgomery,,,,,,,,,Part of regional bikeway network,
Tait Station Low Dam Access,Fishing Access,River access area near historic low dam,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Tait Rd., Dayton, OH",,,Montgomery,,,,,,,,,River access,
Wolf Creek Access (MetroParks),Fishing Access,River access point managed by MetroParks,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Broadway St., Dayton, OH",,,Montgomery,,,,,,,,,River access,
Wolf Creek East Buffer Zone,Park District Conservation Area,Natural area buffering Wolf Creek Trail corridor,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Near Broadway St., Dayton, OH",,,Montgomery,,,,,,,,,Buffer zone,
Wolf Creek Trail Corridor (MetroParks),Controversial,Bikeway corridor along Wolf Creek,Active,Five Rivers MetroParks,Five Rivers MetroParks,,"Along Wolf Creek, Montgomery County",,,Montgomery,,,,,,,,,Part of regional bikeway network,
