name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id	created_at	updated_at
Beech Street Park	Park	Neighborhood Park		Active	City of Rossford	City of Rossford			Neighborhood park on Beech Street in Rossford.	Beech Street, Rossford, OH 43460		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Beech Street Park location unconfirmed.	https://rossfordohio.com			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Ranger Park	Park	Neighborhood Park		Active	City of Northwood	City of Northwood			Municipal park in Northwood, Ohio.	Northwood, OH 43619		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Ranger Park location unconfirmed.	https://ci.northwood.oh.us			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Nature Trails Park (Northwood)	Park	Neighborhood Park		Active	City of Northwood	City of Northwood			Municipal park with nature trail features in Northwood.	Northwood, OH 43619		Wood						Hiking Trail	NEW DISCOVERY. Distinct from WCPD's Nature Trails Park (WOD-SI-028) in Bowling Green. Northwood municipal entity. GPS needed — Nature Trails Park (Northwood) location unconfirmed.	https://ci.northwood.oh.us			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Central Park (Northwood)	Park	Neighborhood Park		Active	City of Northwood	City of Northwood			Central municipal park in Northwood.	Northwood, OH 43619		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Central Park (Northwood) location unconfirmed.	https://ci.northwood.oh.us			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Brentwood Park	Park	Neighborhood Park		Active	City of Northwood	City of Northwood			Neighborhood park in Northwood.	Northwood, OH 43619		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Brentwood Park location unconfirmed.	https://ci.northwood.oh.us			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Village Park (North Baltimore)	Park	Neighborhood Park		Active	Village of North Baltimore	Village of North Baltimore			Village park in North Baltimore with disc golf and fishing pond. Also near southern terminus area for Slippery Elm Trail.	North Baltimore, OH 45872		Wood						Fishing Area; Pond; Disc Golf Course; Restrooms	NEW DISCOVERY. Baseline seed 'North Baltimore Reservoir' may be a separate entity — flagged for manual review. This record covers the identified Village Park. GPS needed — Village Park (North Baltimore) location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Railway Park	Park	Neighborhood Park		Active	Village of Walbridge	Village of Walbridge			Railroad-themed park in Walbridge village.	Walbridge, OH 43465		Wood						Historic Structure	NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Railway Park location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Mehring Park	Park	Neighborhood Park		Active	Village of Tontogany	Village of Tontogany			Municipal park in Tontogany village.	Tontogany, OH 43565		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Mehring Park location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Centennial Park (Tontogany)	Park	Neighborhood Park		Active	Village of Tontogany	Village of Tontogany			Centennial park in Tontogany village.	Tontogany, OH 43565		Wood							NEW DISCOVERY — not in AutoRecovered baseline. GPS needed — Centennial Park (Tontogany) location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Grand Rapids Park	Park	Neighborhood Park		Active	Village of Grand Rapids	Village of Grand Rapids			Village park along the Maumee River and historic Miami and Erie Canal corridor in Grand Rapids.	Grand Rapids, OH 43522		Wood							NEW DISCOVERY. Grand Rapids is a historic village on the Maumee River near Mary Jane Thurston State Park. GPS needed — Grand Rapids Park location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Memorial Park (Pemberville)	Park	Neighborhood Park		Active	Village of Pemberville	Village of Pemberville			Village park in Pemberville with pool, tennis, and basketball facilities.	Pemberville, OH 43450		Wood						Swimming Pool; Basketball Court; Tennis Court	NEW DISCOVERY. Distinct from WCPD William Henry Harrison Park also in Pemberville. GPS needed — Memorial Park (Pemberville) location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Mishe Monoto Preserve	Nature Preserve	Private Nature Preserve		Active	Appalachia Ohio Alliance	Appalachia Ohio Alliance			140-acre natural preserve managed by Appalachia Ohio Alliance in Wood County.	Wood County, OH	140.0	Wood							Baseline seed confirmed. Managed by Appalachia Ohio Alliance. 140 acres. Exact address not confirmed — GPS acquisition needed. GPS needed — Mishe Monoto Preserve location unconfirmed.				2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
577 Foundation	Cultural Facility	Interpretive Center		Active	577 Foundation (nonprofit)	577 Foundation			Former Virginia Secor Stranahan estate at 577 E. Front Street, Perrysburg, converted to nonprofit community arts and nature center. Features geodesic biodome, fossil dig site, historic log cabin (1803), and Maumee River access. Devonian fossil site (375M years).	577 E. Front Street, Perrysburg, OH 43551		Wood			41.554	-83.6218	86HRH93H+J7	Wildlife Observation Area; Cabin Rentals; Interpretive Sign; Community Garden; Historic Structure; Nature Center	NEW DISCOVERY. Former Stranahan estate. Public nonprofit — open to public with programming. GPS from address geocode — verify precision.	https://577foundation.org			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
BGSU Native Prairie Garden	Conservation Area	Restoration Area		Active	Bowling Green State University	Bowling Green State University Office of Campus Sustainability			Multiple BGSU prairie restoration sites off Wintergarden Road preserving native Ohio prairie species from pre-settlement Wood County. Teaching and research facility including University House Prairie, Poe Prairie, Shatzel Prairie Garden, and Butterfly Habitat.	Off Wintergarden Road, behind President's residence, Bowling Green, OH 43402		Wood						Pollinator Garden	NEW DISCOVERY. University-managed but publicly accessible campus natural areas. Multiple sub-sites — may warrant parent-child grouping in normalization. GPS needed — BGSU Native Prairie Garden location unconfirmed.	https://bgsu.edu/campus-sustainability			2026-04-14T23:19:53Z	2026-04-14T23:19:53Z
Bell Woods Nature Preserve	Nature Preserve	Private Nature Preserve		Active	Private Non-Profit	Black Swamp Conservancy			80-acre woodland preserve owned by Black Swamp Conservancy. One of the few remnants of the historic Great Black Swamp that retains the land's natural characteristics. Known for spectacular spring wildflower blooms and an active Great Blue Heron rookery. Adjacent to Pat & Clint Mauk's Prairie at the BSC headquarters property on Sugar Ridge Road, Pemberville.	4825 Sugar Ridge Road, Pemberville, OH 43450	80.0	Wood	Pemberville					Guided Tours; Wildlife Observation Area	Guided tours only — not self-guided public access. Adjacent to Pat & Clint Mauk's Prairie (BSC, 30 ac). T7 miss staged 2026-05-16; GPS unresolvable via Nominatim (address not in OSM).	https://blackswamp.org/protected_land/bell-woods-pat-and-clint-mauks-prairie/	https://blackswamp.org/properties/land-we-own/		2026-05-16T17:20:36Z	2026-05-16T17:20:36Z
Pat & Clint Mauk's Prairie	Natural Area	Prairie		Active	Private Non-Profit	Black Swamp Conservancy			30-acre native prairie preserve owned by Black Swamp Conservancy, located adjacent to BSC headquarters in Pemberville. Features native prairie habitat with several prairie pothole wetlands. A one-mile public trail runs through the prairie with a Storybook Trail (books updated monthly). Open to the public from dawn until dusk. Includes a Buckeye Trail camping site. Adjacent to Bell Woods Nature Preserve (BSC, 80 ac).	4825 Sugar Ridge Road, Pemberville, OH 43450	30.0	Wood	Pemberville					Prairie; Wetland; Hiking Trail; Camping; Wildlife Observation Area	Open to public dawn to dusk (self-guided). Buckeye Trail camping site on property. Adjacent to Bell Woods NP (BSC, 80 ac). T7 miss staged 2026-05-16; GPS unresolvable via Nominatim.	https://blackswamp.org/protected_land/bell-woods-pat-and-clint-mauks-prairie/	https://blackswamp.org/properties/land-we-own/		2026-05-16T17:20:36Z	2026-05-16T17:20:36Z
