Ladd Carr Wildlife Woods	Nature Preserve	Private Nature Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			9.1-acre forested natural area on South Bass Island. First PIBTPD island property. Mature forest of sugar maple, hackberry, black cherry, basswood, and chinquapin oak. Spectacular wildflower display. Acquired 2006–2014.	Put-in-Bay Road near Maple Leaf Cemetery, South Bass Island, Put-in-Bay, OH 43456	9.1	Ottawa	Put-in-Bay	Put-in-Bay Township	41.644	-82.823	86HVJ5VG+JR		Alternate names: Jane Coates Wildflower Trail and Ladd Carr Wildlife Woods. Access: Foot only; dawn to dusk; no pets; no motorized vehicles or bicycles. Source date: 2021. PIBTPD brochure (authoritative source). | Mature forest; wildflower display; wildlife watching	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Dodge Woods Preserve	Nature Preserve	Land Trust Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			3.6-acre former vineyard on South Bass Island now recovering as young forest of black walnut, hackberry, and black cherry. Features a StoryWalk® with 17 storyboard posts along the trail. Adjacent to the island bicycle path.	Corner of Thompson and Langram Roads, South Bass Island, Put-in-Bay, OH 43456	3.6	Ottawa	Put-in-Bay	Put-in-Bay Township	41.655	-82.822	86HVM54H+25	Bike Rack	Access: Foot only; dawn to dusk; no motorized vehicles or camping; bike rack at Thompson Road. Source date: 2021. PIBTPD brochure (authoritative source). | StoryWalk®; bird watching; Eastern Fox Snake and melanistic Eastern Garter Snake habitat; adjacent bicycle path	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Massie Cliffside Preserve	Nature Preserve	Land Trust Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			11-acre preserve on South Bass Island featuring 265+ ft of Lake Erie shoreline with dolomite cliffs. Canoe/kayak dock for fishing and kayaking. Habitat for the Lake Erie Watersnake; columbine and harebell grow on the cliffs. Acquired 2014; cleanup removed abandoned structures. Monarch butterfly banding site.	State Route 357, East Point, South Bass Island, Put-in-Bay, OH 43456	11.0	Ottawa	Put-in-Bay	Put-in-Bay Township	41.655	-82.808	86HVM54R+2Q	Cliff; Lake	Access: Foot; canoe and kayak; parking area; dawn to dusk. Source date: 2021. PIBTPD brochure (authoritative source). | kayak/fishing dock; columbine; harebell; monarch banding	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Scheeff East Point Nature Preserve	Nature Preserve	Private Nature Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			9.1-acre preserve at the eastern tip of South Bass Island with 1,700 ft of Lake Erie shoreline. First PIBTPD South Bass property. Lake Erie Watersnake habitat that contributed to the federal delisting of the species. Atlantic Migratory Flyway stopover with bird banding (purple martin, tree swallow, chimney swift nesting boxes). Rocky shores.	State Route 357, East Terminus, South Bass Island, Put-in-Bay, OH 43456	9.1	Ottawa	Put-in-Bay	Put-in-Bay Township	41.657	-82.801	86HVM54X+QH	Fishing Area; Lake	Access: Foot; canoe and kayak; 1700 ft Lake Erie shoreline; dawn to dusk. Funded by USFWS §6 Grant, WRLC, ODNR, Clean Ohio, and others. Source date: 2021. PIBTPD brochure (authoritative source). | Atlantic Migratory Flyway; bird banding; nesting boxes; rocky shores	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Duff Homestead and Bayfront Preserve	Nature Preserve	Land Trust Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			6.5-acre preserve (2.5 ac grassland, 2.0 ac woods, bayfront) on South Bass Island. Only harbor segment without docks; 150 ft lakefront on Put-in-Bay harbor. Acquired in two phases: 2 ac woods June 30 2023, 4.5 ac Aug 31 2023. Visitor center conversion underway (opening summer 2024). Pollinator habitat planned (USFWS/LEIC).	Put-in-Bay Township, South Bass Island, Put-in-Bay, OH 43456	6.5	Ottawa	Put-in-Bay	Put-in-Bay Township	41.648	-82.824	86HVJ5XG+5C		Acquired post-2021 PIBTPD brochure — confirmed via PDOC grants page. PDOC grant $50K (March 2023); Clean Ohio Conservation Fund. Access: Foot; 150 ft lakefront; visitor center opening summer 2024. Source date: 2023. | 150 ft Put-in-Bay harbor frontage; grassland; pollinator habitat; bird watching	https://ottawacountyparksoh.org/grants/duff-homestead/			2026-05-20	2026-05-20
Middle Bass Island Forested Wetlands Preserve	Nature Preserve	Land Trust Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			22.9-acre preserve on Middle Bass Island comprising three main tracts: Burgundy Bay Tract (8 ac, largest remaining unprotected block on Middle Bass, walking trail, Prothonotary warbler boxes); Schneider Tract (7.3 ac, forested wetland, WRRSP environmental covenant); Dieperink Tract (7.6 ac, purchased 2018 with Clean Ohio and CELCP funds, swamp forest of silver maple/elm/swamp white oak). Limestone plain wetland forest; Lake Erie Watersnake habitat; migratory songbird habitat.	Fox Road, Middle Bass Island, OH 43446	22.9	Ottawa	Put-in-Bay	Put-in-Bay Township	41.68	-82.81	86HVM5JQ+2X	Lake; Wetland	Three tracts: Burgundy Bay (8 ac), Schneider (7.3 ac), Dieperink (7.6 ac) = 22.9 ac. All three tracts safeguarded by Ohio EPA WRRSP environmental covenant. Hahn Property (8.3 ac adjacent) was under contract per 2021 brochure — verify status. Access: Foot; bicycle rack at Fox Road entrance (Burgundy Bay Tract); small parking area. Source date: 2021. PIBTPD brochure (authoritative source). | Prothonotary warbler boxes; migratory songbird habitat; bicycle rack	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Middle Bass Island East Point Preserve	Nature Preserve	Land Trust Preserve		Active	Put-in-Bay Township Park District	Put-in-Bay Township Park District			7.8-acre preserve at the east point of Middle Bass Island. One of the first kayak-only accessible parks in Ohio. Features 120+ bird species and 30+ unique plant species. Lake Erie Watersnake habitat that contributed to the federal delisting. Overlooks Schoolhouse Bay. Trout lilies in spring; natural beach, hardwood forest, and grasslands.	North Shore Road, Middle Bass Island, OH 43446	7.8	Ottawa	Put-in-Bay	Put-in-Bay Township	41.677	-82.795	86HVM6G3+QX	Beach; Lake	Kayak/canoe access only — no vehicle access. Acreage corrected to 7.8 ac per PIBTPD brochure (authoritative source); prior reference said 11 ac in error. Access: Canoe and kayak only (water access to site); shallow-water dock; NO vehicle access. Source date: 2021. PIBTPD brochure (authoritative source). | 120+ bird species; 30+ plant species; hardwood forest; grasslands; shallow-water dock; trout lilies	https://www.putinbayparks.com/wp-content/uploads/2021/03/PIBTPD_Brochure.pdf			2026-05-20	2026-05-20
Ottawa County Home Cemetery	Cemetery	Public Cemetery		Active	Ottawa County	Ottawa County (infirmary/poor house)			County-owned infirmary/poorhouse cemetery in Salem Township. Mandatory T4 entity per IMP-099 §4.9 (county infirmary cemeteries → category: Cemetery, subtype: Public Cemetery). County Home records (Registers 1872–1968) held at the Center for Archival Collections, BGSU Library.	State Route 163, approximately 1/4 mile west of County Road 104, Salem Township, Ottawa County OH		Ottawa	Salem	Salem Township	41.509	-83.105	86HRGV5V+JX		Alternate names: Ottawa County Infirmary Cemetery; Ottawa County Poor House Cemetery. Mandatory T4 per §4.9. GPS and acreage TBD at acquisition pass. Confirm county vs. Salem Township management at normalization (Q35). MINIMAL_DATA — GPS and acreage require verification. Source date: 2026-05-18. | public cemetery	http://www.poorhousestory.com/OH_OTTAWA_Co.htm			2026-05-20	2026-05-20
Ottawa NWR — Marinewood Unit	Wildlife Area	Federal Wildlife Area	National Wildlife Refuge	Active	Federal — U.S. Fish and Wildlife Service	U.S. Fish and Wildlife Service (USFWS); Ottawa NWR complex			Former Marinewood Golf Course; acquired by USFWS 2014. Now site of pollinator restoration and tree restoration project. Mowed trail from parking lot; fishing in Portage River. Also serves as PRWT Mile 4.8 access point. Child of Ottawa NWR.	State Route 163, between Oak Harbor and Port Clinton, Ottawa County OH; PRWT launch address: 4640 W Harbor Rd., Port Clinton OH		Ottawa	Salem	Salem Township	41.527	-83.114	86HRGVGP+Q9		Alternate names: Marinewood Unit; Ottawa National Wildlife Refuge Marinewood Unit. T1 MISS — discovered during pass. Access: Mowed trail off parking lot; fishing in Portage River; PRWT Mile 4.8 launch. GPS TBD at acquisition pass (Q30). Flag: T1_MISS_DISCOVERED_AT_T4. Source date: 2026-05-18. | Pollinator restoration; tree restoration; mowed trail; Portage River fishing; PRWT Mile 4.8 launch	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-S-001	2026-05-20	2026-05-20
Ottawa NWR — Turkey Run Unit	Wildlife Area	Federal Wildlife Area	National Wildlife Refuge	Active	Federal — U.S. Fish and Wildlife Service	U.S. Fish and Wildlife Service (USFWS); Ottawa NWR complex			266-acre unit of Ottawa NWR approximately 16 miles southeast of the main complex. Habitats range from woods to prairie to pools. Public hunting area; hiking, wildlife observation, and photography outside hunting season. Gravel parking lot; no defined trails; open daylight hours only; fishing in Little Portage River per state regs.	Approximately 16 miles southeast of main refuge, near Little Portage River, Ottawa County OH (county uncertain — verify Ottawa vs. Sandusky at normalization, Q31)	266.0	Ottawa	Rice	Rice Township	41.418	-83.12	86HRCV9H+6X	Hunting Area; Wildlife Observation Area	Alternate names: Turkey Run Unit; Ottawa National Wildlife Refuge Turkey Run Unit. T1 MISS — discovered during pass. COUNTY_UNCERTAIN — may be Ottawa or adjacent Sandusky County; verify via GIS (Q31). GPS TBD at acquisition pass. Flags: T1_MISS_DISCOVERED_AT_T4; COUNTY_UNCERTAIN. Source date: 2026-05-18. | photography; gravel parking; fishing in Little Portage River	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-S-001	2026-05-20	2026-05-20
Ottawa NWR — Turtle Creek Island Unit	Wildlife Area	Federal Wildlife Area	National Wildlife Refuge	Active	Federal — U.S. Fish and Wildlife Service	U.S. Fish and Wildlife Service (USFWS); Ottawa NWR complex			Unit of Ottawa NWR purchased by Ducks Unlimited 2016 and transferred to Ottawa NWR. Canoe/kayak launch and parking installed by Friends of Ottawa NWR (2017). Fishing sunrise to sunset per state regs. Child of Ottawa NWR.	Duff-Washa Road, approximately 4 miles southeast of the main Ottawa NWR complex, Ottawa County OH		Ottawa	Rice	Rice Township	41.447	-83.072	86HRCWWH+R5	Fishing Area; Wildlife Observation Area	Alternate names: Turtle Creek Island Unit; Ottawa National Wildlife Refuge Turtle Creek Island Unit. T1 MISS — discovered during pass. Purchased by Ducks Unlimited 2016; transferred to Ottawa NWR. Canoe/kayak launch installed by Friends of Ottawa NWR (2017). GPS and acreage TBD (Q33). Flag: T1_MISS_DISCOVERED_AT_T4. Source date: 2026-05-18. | Canoe/kayak launch	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-S-001	2026-05-20	2026-05-20
Ottawa NWR — Upper Toussaint Unit	Wildlife Area	Federal Wildlife Area	National Wildlife Refuge	Active	Federal — U.S. Fish and Wildlife Service	U.S. Fish and Wildlife Service (USFWS); Ottawa NWR complex			77-acre unit of Ottawa NWR along the Toussaint River. Hunting (north of river; listed species per state regs); trapping with refuge permit; fishing per state regs.	Toussaint River between Rocky Ridge and Lickert-Harder Roads, Ottawa County OH (county uncertain — verify Ottawa vs. Sandusky at normalization, Q32)	77.0	Ottawa	Washington	Washington Township	41.384	-83.258	86HR9PMR+JR	Fishing Area; Hunting Area; Trapping Area	Alternate names: Upper Toussaint Unit; Ottawa National Wildlife Refuge Upper Toussaint Unit. T1 MISS — discovered during pass. COUNTY_UNCERTAIN — Toussaint River area may straddle Ottawa/Sandusky; verify via GIS (Q32). GPS TBD at acquisition pass. Flags: T1_MISS_DISCOVERED_AT_T4; COUNTY_UNCERTAIN. Source date: 2026-05-18. | Toussaint River access	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-S-001	2026-05-20	2026-05-20
Ottawa NWR — Little Portage Unit	Wildlife Area	Federal Wildlife Area	National Wildlife Refuge	Active	Federal — U.S. Fish and Wildlife Service	U.S. Fish and Wildlife Service (USFWS); Ottawa NWR complex			30-acre unit of Ottawa NWR along the Little Portage River. Former agricultural fields reverting to shrubland, river channel, and marshland. Eagle Scout kayak launch confirmed 2023 (PRWT Mile 3.7); paddler access being installed by FWS. Fishing sunrise to sunset per state regs. Child of Ottawa NWR.	7899 W Little Portage East Road, Oak Harbor OH 43449	30.0	Ottawa	Bay	Bay Township	41.492	-83.044	86HRFXR4+QC	Fishing Area; Marsh	Alternate names: Little Portage Unit; Ottawa National Wildlife Refuge Little Portage Unit. T1 MISS — deferred at T1 as 'roadside-view-only' (T2-FLAG-4); re-flagged T3 (T3-FLAG-7/Q20/Q24) after Eagle Scout kayak launch confirmed at PRWT Mile 3.7 (2023). FWS visit-us page confirms paddler access being installed. Resolves T2-FLAG-4, T3-FLAG-7, Q20, Q24. Flags: T1_MISS_DISCOVERED_AT_T4; RESOLVES_T2-FLAG-4_T3-FLAG-7_Q20_Q24. Source date: 2026-05-18. | Kayak/canoe launch; shrubland; river channel	https://www.fws.gov/refuge/ottawa/visit-us		OH-OTT-S-001	2026-05-20	2026-05-20
Graytown Park	Park			Active	Benton Township	Benton Township Trustees			Graytown Park is the home of the Hansen Sports Complex and the Harder Shelter House, located adjacent to the Township Hall in Graytown.	1670 N. Walker Street, Graytown, OH 42432 (adjacent to Township Hall)		Ottawa	Benton	Benton Township	41.528	-83.271	86HRGPHH+5H		Township-managed park at township hall complex in Graytown. Hansen Sports Complex and Harder Shelter House are on-site. | Hansen Sports Complex; Harder Shelter House	http://www.bentontownship.org			2026-05-20	2026-05-20
Heigel Park	Park			Active	Catawba Island Township	Catawba Island Township				4545 E. Balliette Dr., Port Clinton, OH 43452		Ottawa	Erie	Erie Township	41.54	-83.022	86HRGXQH+X5		Listed as township-maintained park on Catawba Island Township official parks page.	https://catawbaislandtownship.com/parks-and-recreation/cit-parks/			2026-05-20	2026-05-20
Catawba Point Preserve	Nature Preserve	Land Trust Preserve		Active	Catawba Island Township	Catawba Island Township				4060 NW Catawba Rd., Port Clinton, OH 43452		Ottawa	Portage	Portage Township	41.596	-82.88	86HVH4WC+C2		Township-maintained preserve on NW side of Catawba Island Peninsula. Distinct from Catawba Island State Park (ODNR, 4049 Moore's Dock Rd, staged T2).	https://catawbaislandtownship.com/parks-and-recreation/cit-parks/			2026-05-20	2026-05-20
Cedar Meadow Preserve	Nature Preserve	Land Trust Preserve		Active	Catawba Island Township	Catawba Island Township	Park District of Ottawa County (PDOC grant recipient)	PDOC Cedar Meadow Preserve Trail grant		4822 E. Cemetery Rd., Port Clinton, OH 43452		Ottawa	Catawba Island	Catawba Island Township	41.576	-82.876	86HVH4GF+9H		Township-maintained preserve. PDOC grant recipient for Cedar Meadow Preserve Trail construction.	https://catawbaislandtownship.com/parks-and-recreation/cit-parks/	https://ottawacountyparksoh.org/grants/cedar-meadow-preserve-trail/		2026-05-20	2026-05-20
Battlefield Park	Historic Site	Battlefield		Active	Danbury Township	Danbury Township			Site of the first battle in Ohio during the War of 1812 known as the 'Skirmish of the Peninsula,' fought on September 29, 1812. Features a scenic bridge, historic monument, and picnic tables.	9888 E. Bayshore Road, Marblehead, OH 43440		Ottawa	Danbury	Danbury Township	41.523	-82.732	86HVG7F9+56	Bridge; Monument	Commemorates the Skirmish of the Peninsula (Sept. 29, 1812), the first War of 1812 battle on Ohio soil. ODNR PAG-LE-02 also references the Ohio Historical Marker at this site. | picnic tables; Ohio Historical Marker	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/			2026-05-20	2026-05-20
Bark Until Dark Dog Park	Park	Dog Park		Active	Danbury Township	Danbury Township				310 S. Bridge Road (SR 269 South), across from Police Station, Marblehead, OH		Ottawa	Catawba Island	Catawba Island Township	41.578	-82.876	86HVH4HF+6H	Dog Park	Township-managed off-leash dog park on SR 269 South (S. Bridge Road). | hours 8:00 a.m. to sunset	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/			2026-05-20	2026-05-20
Lions Park at Lake Point	Park			Active	Danbury Township	Danbury Township				11257 E. Bayshore Road, Marblehead, OH 43440		Ottawa	Catawba Island	Catawba Island Township	41.581	-82.878	86HVH4JC+CQ	Bridge; Fishing Area; Grill; Lake; Playground; Pond; Restrooms	Township-managed park on E. Bayshore Road with quarry pond and lake access. | Picnic tables; shelter house; scenic woods	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/			2026-05-20	2026-05-20
Meadowbrook Marsh	Wildlife Area			Active	Danbury Township	Danbury Township	Black Swamp Conservancy (conservation easement holder)	Black Swamp Conservancy holds conservation easement; township retains ownership and management	A 191-acre township-owned natural area acquired 2000-2013 in multiple phases. Meadowbrook Marsh is Ohio Lake Erie Birding Trail site #57. Open dawn to dusk year-round.	8577 E. Bayshore Road, Marblehead, OH 43440	191.0	Ottawa	Danbury	Danbury Township	41.521	-82.785	86HVG6C8+C2	Observation Deck	Township-owned; Black Swamp Conservancy holds conservation easement only — township manages. Acquired 2000-2013. PDOC grant recipient. Lake Erie Birding Trail site #57. | ADA-accessible paved loop trail; park benches; shelter house	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/	https://ottawacountyparksoh.org/grants/meadowbrook-marsh/;https://ottawacountyparksoh.org/grants/meadowbrook-marsh-trail/		2026-05-20	2026-05-20
West Harbor Boat Launch	Water Site	Boat Launch Area		Active	Catawba Island Township	Catawba Island Township				1971 NE Catawba Rd., Port Clinton, OH 43452		Ottawa	Portage	Portage Township	41.585	-82.8872	86HVH4P7+24		Township-managed boat launch at 1971 NE Catawba Rd. Distinct from ODNR West Harbor Wildlife Area (T2, different manager) and NWR kayak launch at West Harbor Landing FWS (191 NE Catawba Rd, T1). CIT Additional Parks page notes the NWR kayak launch (191 NE Catawba Rd) separately as not township-managed.	https://catawbaislandtownship.com/parks-and-recreation/cit-parks/			2026-05-20	2026-05-20
Allen Township Cemetery	Cemetery	Public Cemetery		Active	Allen Township	Allen Township Trustees				Williston, Ohio 43468 (Section 34, west of Williston Road between Curtice Road and SR 579)		Ottawa	Clay	Clay Township	41.527	-83.317	86HRGMGM+Q6		Township-maintained cemetery; also known as Williston Cemetery. Sexton: Tony Humphrey, 419-427-0195. §5.6 mandatory staging. | Veterans and Firefighters Memorial; engraved brick program	https://www.allentownship.us/interment-data			2026-05-20	2026-05-20
Allen (Billman Road) Cemetery	Cemetery	Public Cemetery		Active	Allen Township	Allen Township Trustees				Section 7, west of Billman Road between Trowbridge Road and Walbridge East Road, Allen Township		Ottawa	Clay	Clay Township	41.52	-83.312	86HRGMCQ+26		Allen Township cemetery per OHGenWeb. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Hineline Cemetery	Cemetery	Public Cemetery		Active	Bay Township	Bay Township Trustees				Paulsen Road, 1/4 mile north of State Route 53, Bay Township		Ottawa	Erie	Erie Township	41.533	-83.009	86HRGXMR+69		Bay Township cemetery per OHGenWeb. Bay Township website has no cemetery page; governance inferred from township location. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Riverview Cemetery	Cemetery	Public Cemetery		Active	Bay Township	Bay Township Trustees				West end of West Third Street, Port Clinton, Ohio (Section 1, Bay Township)		Ottawa	Port Clinton		41.516	-82.957	86HVG28V+96		Bay Township cemetery per OHGenWeb. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Elliston Cemetery	Cemetery	Public Cemetery		Active	Benton Township	Benton Township Trustees				17505 W. Toussaint North Road, Graytown, OH (Section 29, north of Toussaint North Road between Elliston-Trowbridge and Graytown Roads)		Ottawa	Benton	Benton Township	41.527	-83.267	86HRGPGM+Q6		Benton Township cemetery. Address confirmed from Benton Township website. §5.6 mandatory staging.	http://www.bentontownship.org	https://ottawa.ohgenweb.org/places/cemeteries.htm		2026-05-20	2026-05-20
Limestone Cemetery	Cemetery	Public Cemetery		Active	Benton Township	Benton Township Trustees				14751 W. Toussaint North Road, Benton Township (Section 23, south of Toussaint North Road)		Ottawa	Benton	Benton Township	41.523	-83.28	86HRGPF9+5X		Benton Township cemetery. Address confirmed from Benton Township website. §5.6 mandatory staging.	http://www.bentontownship.org	https://ottawa.ohgenweb.org/places/cemeteries.htm		2026-05-20	2026-05-20
Locust Point Cemetery	Cemetery	Public Cemetery		Active	Carroll Township	Carroll Township Trustees				Section 2, Carroll Township, Ottawa County, Ohio		Ottawa	Erie	Erie Township	41.514	-83.061	86HRGW7Q+JH		Carroll Township cemetery per OHGenWeb. Carroll Township website (carrolltownship.net) returned empty content during discovery. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Rusha Cemetery	Cemetery	Public Cemetery		Active	Carroll Township	Carroll Township Trustees				Section 13, 1/2 mile west of State Route 2, Carroll Township		Ottawa	Salem	Salem Township	41.51	-83.068	86HRGW5J+XR		Carroll Township cemetery per OHGenWeb. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Catawba Island Cemetery	Cemetery	Public Cemetery		Active	Catawba Island Township	Catawba Island Township				North side of Cemetery Road, between West and East Catawba Road, Catawba Island Township		Ottawa	Portage	Portage Township	41.587	-82.876	86HVH4PF+QH		Township-maintained cemetery. Located on Cemetery Road, Port Clinton. §5.6 mandatory staging.	https://catawbaislandtownship.com/cemetery/	https://ottawa.ohgenweb.org/places/cemeteries.htm		2026-05-20	2026-05-20
K'burg Cemetery	Cemetery	Public Cemetery		Active	Catawba Island Township	Catawba Island Township				West side of West Catawba Road, north of Cemetery Road, Catawba Island Township		Ottawa	Portage	Portage Township	41.583	-82.882	86HVH4M9+55		Catawba Island Township cemetery per OHGenWeb. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Clay Township Cemetery	Cemetery	Public Cemetery		Active	Clay Township	Clay Township Trustees				Section 1, east of Opfer-Lentz Road, north of Fulkert Road, Clay Township		Ottawa	Woodville	Woodville Township	41.413	-83.348	86HRCM72+6R		Clay Township cemetery. Cemetery Rules link present on claytownshipohio.net. §5.6 mandatory staging.	https://www.claytownshipohio.net	https://ottawa.ohgenweb.org/places/cemeteries.htm		2026-05-20	2026-05-20
Sackett Cemetery	Cemetery	Public Cemetery		Active	Danbury Township	Danbury Township			Sackett Cemetery is a perpetual care facility owned and maintained by Danbury Township. It is for the use of Township residents.	Approximately 9 miles east of Port Clinton, south side of State Route 163, Danbury Township		Ottawa	Danbury	Danbury Township	41.52	-82.735	86HVG7C8+22		Township perpetual-care cemetery. Contact: (419) 734-4091. §5.6 mandatory staging.	https://danburytownship.com/cemetery-information/			2026-05-20	2026-05-20
Wolcott Cemetery	Cemetery	Public Cemetery		Active	Danbury Township	Danbury Township			Small cemetery; burial site of Benajah Wolcott. Access via small gravel lane.	Off Huron Trail, next to 10011 Huron Trail, Danbury Township (end of East Huron Trail, north of Bayshore Road)		Ottawa	Danbury	Danbury Township	41.522	-82.754	86HVG6CW+Q9		Listed on Danbury Township parks page as township-maintained. Burial site of Benajah Wolcott. §5.6 mandatory staging. | Small gravel lane access	https://danburytownship.com/https-danburytownship-com-danburytownshipparks/	https://ottawa.ohgenweb.org/places/cemeteries.htm		2026-05-20	2026-05-20
LaCarpe Cemetery	Cemetery	Public Cemetery		Active	Erie Township	Erie Township Trustees				Section 29, south side of State Route 2, Erie Township		Ottawa	Troy	Troy Township	41.497	-83.432	86HRFHW9+R5		Erie Township cemetery per OHGenWeb. Erie Township has no website. §5.6 mandatory staging.	https://ottawa.ohgenweb.org/places/cemeteries.htm			2026-05-20	2026-05-20
Harris-Elmore Union Cemetery	Cemetery	Public Cemetery		Active	Harris Township	Harris Township Trustees				Schultz-Portage and Elmore East Roads, Elmore, OH 43416 (Section 17)		Ottawa	Harris	Harris Township	41.472	-83.296	86HRFPC3+RH		Township-maintained perpetual care cemetery. Sexton: Andy Rodriguez, (419) 862-3332 Ext 1019. §5.6 mandatory staging.	https://www.harristownshipohio.com/ova_dep/cemetery/			2026-05-20	2026-05-20
Harrington Cemetery	Cemetery	Public Cemetery		Active	Harris Township	Harris Township Trustees			Originally the Old Elmore Cemetery. Nearly 100 years since last burial; more than 300 veterans buried beneath decaying stones. Veterans from the Revolution, War of 1812, and Civil War are interred here.	556 Rice Street, Elmore, OH 43416 (Section 18, north side of Rice Street, east of Elmore Village)		Ottawa	Harris	Harris Township	41.47805	-83.29037	86HRFPH5+6V		Also known as Old Elmore Cemetery. GPS: 41°28.683'N, 83°17.422'W (= 41.47805°N, 83.29037°W). Sexton: Andy Rodriguez, (419) 862-3332 Ext 1019. §5.6 mandatory staging. | Historical marker at intersection of Rice St. and Clinton St.; Revolutionary War; War of 1812; and Civil War veterans' graves	https://www.harristownshipohio.com/harrington-cemetery/			2026-05-20	2026-05-20
Christy Chapel Cemetery	Cemetery	Public Cemetery		Active	Portage Township	Portage Township Trustees			Active perpetual-care cemetery maintained by Portage Township. Only cemetery in the township available for burials.	2501 East State Road, Port Clinton, Ohio 43452		Ottawa	Bay	Bay Township	41.47	-83.046	86HRFX93+XH		Township perpetual-care cemetery; active burials. Cemetery Administrator: Jennifer Cadmus, 419-732-3543. §5.6 mandatory staging.	https://portagetownship.net/cemetaries/			2026-05-20	2026-05-20
Shook Cemetery	Cemetery	Public Cemetery		Active	Portage Township	Portage Township Trustees				2565 East Harbor Road, Port Clinton, Ohio 43452		Ottawa	Bay	Bay Township	41.465	-83.054	86HRFW8W+29		Township-maintained cemetery (no active burials). §5.6 mandatory staging.	https://portagetownship.net/cemetaries/			2026-05-20	2026-05-20
Dwelle Cemetery	Cemetery	Public Cemetery		Active	Portage Township	Portage Township Trustees				3950 East State Road, Port Clinton, Ohio 43452		Ottawa	Bay	Bay Township	41.462	-83.061	86HRFW6Q+QH		Township-maintained cemetery (no active burials). Also spelled 'Dewelle' in OHGenWeb. §5.6 mandatory staging.	https://portagetownship.net/cemetaries/			2026-05-20	2026-05-20
Maple Leaf Cemetery	Cemetery	Public Cemetery		Active	Put-In-Bay Township	Put-In-Bay Township Trustees				South Bass Island, Put-in-Bay, Ohio		Ottawa	Put-in-Bay	Put-in-Bay Township	41.652	-82.832	86HVM529+Q6		Township-maintained cemetery on South Bass Island. Sextons: Kelly Mohn and Luella Kacirek, 419-285-2292. §5.6 mandatory staging.	https://www.pibtownship.com/cemeteries			2026-05-20	2026-05-20
Crown Hill Cemetery	Cemetery	Public Cemetery		Active	Put-In-Bay Township	Put-In-Bay Township Trustees				South Bass Island, Put-in-Bay, Ohio		Ottawa	Put-in-Bay	Put-in-Bay Township	41.649	-82.82	86HVJ5XJ+J2		Township-maintained cemetery on South Bass Island. Sextons: Kelly Mohn and Luella Kacirek. §5.6 mandatory staging.	https://www.pibtownship.com/cemeteries			2026-05-20	2026-05-20
La Fleur Cemetery	Cemetery	Public Cemetery		Active	Put-In-Bay Township	Put-In-Bay Township Trustees				Middle Bass Island, Ottawa County, Ohio		Ottawa	Put-in-Bay	Put-in-Bay Township	41.676	-82.813	86HVM5GP+9Q		Township-maintained cemetery on Middle Bass Island. Also known as Middle Bass Island Cemetery (OHGenWeb). Sexton: Katherine Schneider. §5.6 mandatory staging.	https://www.pibtownship.com/cemeteries			2026-05-20	2026-05-20
North Bass Cemetery	Cemetery	Public Cemetery		Active	Put-In-Bay Township	Put-In-Bay Township Trustees				North Bass Island (Isle Saint George), Ottawa County, Ohio		Ottawa	Portage	Portage Township	41.516	-82.931	86HVG389+9J		Township-maintained cemetery on North Bass Island (Isle Saint George). Also known as Isle of St. George Cemetery (OHGenWeb). Sexton: Dale Burris. §5.6 mandatory staging.	https://www.pibtownship.com/cemeteries			2026-05-20	2026-05-20
