site_id	name	category	subtype	designation	status	ownership	governance	partner_agencies	coordination	description	location	acres	counties	municipality	township	gps_lat	gps_lon	plus_code	features	notes	url_primary	urls	parent_site_id
OH-SC-S-0033	Riverfront Park	Park			Active	City of Portsmouth (unconfirmed)	City of Portsmouth (unconfirmed)				728 2nd Street, Portsmouth, Ohio		Scioto	Portsmouth		38.731197	-82.99772	86CVP2J2+FW		New find from map verification pass — NOT listed on City of Portsmouth Adopt-a-Park page (which enumerates the official 13-park inventory). Google Maps shows 'Riverfront Park' at 728 2nd St, Portsmouth, OH with city phone number, 366 reviews (4.5 stars), type: Park. Customer review describes it as 'family friendly, picnic tables, handicap restrooms and a Campground.' POSSIBLE IDENTITY WITH YORK PARK — York Park on city's Adopt-a-Park page is listed at 'Ohio Riverfront' with no street number; 728 2nd St is on the Ohio riverfront. Flag: VERIFY_IDENTITY_WITH_YORK_PARK — if same entity, York Park record is canonical; suppress this record at resolution. If distinct park, confirm governance — city's 13-park count vs. this entity's city phone number is conflicting. Do not finalize until identity confirmed.			
OH-SC-S-0034	Larry Hisle Park	Park			Active	Unknown — City of Portsmouth or Portsmouth Metropolitan Housing Authority (unconfirmed)	Unknown (unconfirmed)				2238 Thomas Avenue, Portsmouth, Ohio		Scioto	Portsmouth		38.748815	-82.968194	86CVP2XJ+GP		New find from map verification pass — NOT listed on City of Portsmouth Adopt-a-Park page. Google Maps shows 'Larry Hisle Park' at 2238 Thomas Ave, Portsmouth, OH — no phone number, no website. Located near Portsmouth Metropolitan Housing Authority facilities. Named after Larry Hisle, MLB player born in Portsmouth. MINIMAL_DATA — governance unconfirmed. Possible housing-complex park rather than standalone city park. Flag: VERIFY_GOVERNANCE — confirm managing entity (City of Portsmouth vs. Portsmouth Metropolitan Housing Authority) before assigning tier. If housing authority property, exclude from Tier 6.			
OH-SC-S-0035	Millbrook Park	Park			Active	Village of New Boston (unconfirmed)	Village of New Boston (unconfirmed)				Oak Street, New Boston, Ohio 45662		Scioto	New Boston		38.759116	-82.928696	86CVQ35C+JG		Confirmed via Google Maps at Oak Street, New Boston, OH 45662 (4.4 stars, 152 reviews). GPS 38.759116°N, 82.9286962°W from Google Maps — treat as approximate until confirmed from authoritative source. New Boston village website (newbostonohio.gov or similar) checked during web discovery — no parks page found; park confirmed by map verification. Governance as Village of New Boston unconfirmed — no official village parks page found. Baseline seed: 'Millbrook Park (New Boston)' — confirmed.			
OH-SC-S-0036	Rarden Community Park	Park			Active	Village of Rarden (unconfirmed)	Village of Rarden (unconfirmed)				1363 Main Street, Rarden, Ohio 45671		Scioto		Rarden	38.923364	-83.246105	86CRWQF3+8H		Confirmed via Google Maps at 1363 Main Street, Rarden, OH 45671. GPS 38.923364°N, 83.2461051°W from Google Maps — treat as approximate until confirmed from authoritative source. Rarden village official website not found during web discovery (village too small for independent web presence). Governance as Village of Rarden unconfirmed. New find — not a baseline seed.			
OH-SC-S-0037	Brush Creek Twp. Community Park	Park			Active	Brush Creek Township (unconfirmed)	Brush Creek Township (unconfirmed)				5715 OH-348, Otway, Ohio 45657		Scioto		Brush Creek	38.860009	-83.192219	86CRVR65+24		Tier 5 miss — discovered during Tier 6 consolidated map verification pass. Google Maps shows 'Brush Creek Twp. Community Park' at 5715 OH-348, Otway, OH 45657 with GPS 38.8600095°N, 83.1922189°W. Brush Creek Township is in northwestern Scioto County near Otway. No official Brush Creek Township website found during Tier 5 discovery pass. Adjacent to OH-348. Staged as Tier 5 miss; discovery_tier set to 5. Not a baseline seed.			
OH-SC-S-0038	Eden Park	Park			Active	Clay Township (unconfirmed)	Clay Township (unconfirmed)				Clay Township, Ohio 45662		Scioto		Clay	38.774798	-82.942117	86CVQ3F5+W5		Tier 5 miss — discovered during Tier 6 consolidated map verification pass. Google Maps shows 'Eden Park' in Clay Township, OH 45662 at GPS 38.7747982°N, 82.9421173°W. Appears to be a second Clay Township park distinct from the previously-documented Clay Township Park (GPS: 38.78624°N, 82.97119°W, located near Rosemount CDP). The two parks are approximately 2.5 miles apart. No official Clay Township website found; no township parks page. Staged as Tier 5 miss; discovery_tier set to 5. Not a baseline seed.			
OH-SC-S-0039	Ohio Hanging Rock	Nature Preserve			Active	Arc of Appalachia	Arc of Appalachia	Clean Ohio (acquisition grant)		Renowned for immense sandstone outcrops covered with mosses, ferns, and lichens following an elevation line just below the ridgetops. Exceptionally rich in fern diversity.	Frederick Rd, Wheelersburg, Ohio 45694; northeastern Scioto County, Little Scioto Watershed	750.0	Scioto		Bloom	38.815566	-82.786171	86CVR687+6G	Hiking Trail;Parking Lot	Baseline seed — previously listed as Tier 8 (private) but Arc of Appalachia is a nonprofit land trust; correctly staged at Tier 7. Future expansion of ~4.76 acres with additional 2.25-mile public trail planned for 2026. Baseline seed confirmed. Open sunrise to sunset. Dogs permitted on leash. Trails closed during annual Deer Management Hunt (week after Thanksgiving through Sunday before Christmas). Parking area not winter-maintained. Small gravel parking lot.		https://www.arcofappalachia.org/ohio-hanging-rock;https://www.arcofappalachia.org/visit-ohio-hanging-rock;https://static1.squarespace.com/static/640b875d14fa1852d6031793/t/655905b4c827fe0ff11b0aae/1700332981455/Ohio+Hanging+Rock+Hiking+Guide.pdf	
OH-SC-S-0040	Simon Woods	Nature Preserve			Active	Arc of Appalachia	Arc of Appalachia	Clean Ohio (acquisition grant)		Mature white oak and chestnut oak upland forest, one of the most beautiful in the Arc preserve system. Three headwater streams flowing from ridgetops into Pond Creek. Rocky slopes carpeted with large fern colonies. Key deep-woods warbler breeding species: Kentucky warbler, worm-eating warbler, hooded warbler. Pond Creek winds eastward through Tremper Mound before joining the Scioto River.	8721 Pond Creek-Carey's Run Road, West Portsmouth, Ohio 45663	670.0	Scioto		Union	38.798858	-83.06808	86CRQWXJ+GQ	Hiking Trail;Historic Structure;Public Art Installation	Baseline seed — previously listed as Tier 8 (private) but Arc of Appalachia is a nonprofit land trust; correctly staged at Tier 7. Preserve includes 564-acre John Roger Simon farm (Clean Ohio assisted acquisition) plus 95-acre Noel Hollow expansion. Annual John Roger Simon Sorghum Festival held at preserve. Named trail specifics not confirmed from web search — trail names and lengths PENDING from arcofappalachia.org/visit-simon-woods. Baseline seed confirmed. Free parking across from homestead at Pond Creek-Carey's Run Rd. Mural: Robert Dafford sorghum-making scene on John Roger Simon Farm homestead.		https://www.arcofappalachia.org/simon-woods;https://www.arcofappalachia.org/simon-farm	
OH-SC-S-0041	Tremper Mound	Historic Site			Active	Arc of Appalachia	Arc of Appalachia			2,000-year-old Hopewell Culture ceremonial earthwork along the Scioto River. Protects 6.17 miles of forest corridor including 3.56 miles of Pond Creek's main stem and primary headwaters, and 1.30 miles of Scioto River riparian corridor. Famous for discovery of approximately 60 Hopewell effigy pipes carved in the images of local wildlife. Located four miles north of the Portsmouth Works Hopewell ceremonial complex. Over two-thirds of the mound was part of the 618-acre Matthews Farm; entire mound unified under Arc ownership.	20580 SR-73, McDermott, Ohio 45663; main entrance on OH-104 (southbound only); Scioto River eastern boundary	706.0	Scioto		Rush	38.802385	-83.008597	86CRRX2R+XH	Hiking Trail;Native American Earthwork;Parking Lot	Baseline seed — previously listed as Tier 8 (private) but Arc of Appalachia is a nonprofit land trust; correctly staged at Tier 7. Tremper Mound is an NRHP-listed Hopewell Culture earthwork — NRHP feature within Tier 7 parcel; public visitor access exists (Tremper Mound Trail .20-mi loop leads directly to mound) — see child entity creation below. Entrance is one-way approach southbound on OH-104 due to dangerous traffic conditions. Baseline seed confirmed. Open year-round, sunrise to sunset. Two parking areas: main lot at OH-104 entrance; Huckleberry Ridge Trailhead 0.5 mi south on OH-104.		https://www.arcofappalachia.org/tremper-mound;https://www.arcofappalachia.org/visit-tremper-mound;https://static1.squarespace.com/static/640b875d14fa1852d6031793/t/6812107083f9a510c91e3011/1746014323550/Tremper+Mound+Hiking+Guide.pdf;https://sciotohistorical.org/items/show/148;https://www.sciotoheritagetrail.com/tremper-mound.html	
OH-SC-S-0042	Gladys Riley Golden Star Lily Preserve	Nature Preserve			Active	Arc of Appalachia	Arc of Appalachia	Clean Ohio (expansion acquisition)		First preserve specifically acquired to protect golden star lily (Erythronium rostratum), an endangered Ohio wildflower with an extremely limited geographical range. Floodplain forest along Rocky Fork of Scioto Brush Creek with spring ephemeral wildflowers. Oak-hickory hillside forest with trees of impressive girth. Rocky slopes carpeted with large fern colonies.	Tick Ridge-Koenig Hill Rd, Otway, Ohio 45657	230.0	Scioto		Brush Creek	38.85062	-83.201882	86CRVQ2X+66	Hiking Trail;Parking Lot	Baseline seed — previously listed as Tier 8 (private) but Arc of Appalachia is a nonprofit land trust; correctly staged at Tier 7. Preserve currently 230 acres (expanded from original 186 ac via 2015 acquisition of 118 acres from Ralstin/Hazelbaker/Ivers family); third expansion of ~40 acres (Rocky Fork confluence with Scioto Brush Creek) pending. DISTINCT from SC-S-0006 (Gladys Riley Golden-star State Nature Preserve, Tier 2, ODNR) — the SNP is an ODNR-designated state nature preserve embedded within the larger Arc preserve. The 186 ac vs. 230 ac discrepancy in prior records reflects the SNP acreage vs. the full Arc preserve acreage. Access: from SR-32 east of Peebles, south on SR-73 12.2 mi through Rarden to Otway; right on SR-348 1.1 mi; left on Rocky Fork Rd 0.2 mi; left on Tick Ridge-Koenig Rd 0.2 mi; parking lot on left after Rocky Fork Bridge. Baseline seed confirmed. Open to public, sunrise to sunset. Gravel trailhead parking lot off Tick Ridge-Koenig Hill Rd. Ecological character: rare plant species (golden star lily), riparian habitat along Rocky Fork.		https://www.arcofappalachia.org/gladys-riley;https://www.arcofappalachia.org/visit-gladys-riley;https://static1.squarespace.com/static/640b875d14fa1852d6031793/t/6559056b8df2f945819c3198/1700332908641/Gladys+Riley+Hiking+Guide.pdf;https://birdinghotspots.org/hotspot/L7323121;https://www.sciotoheritagetrail.com/gladys-riley-gold-star-preserve.html	
OH-PKW-S-0043	Scioto Bend Preserve	Nature Preserve				Appalachia Ohio Alliance	Appalachia Ohio Alliance			Part of the Appalachia Ohio Alliance Scioto River Flyway Corridor Initiative.			Scioto							Baseline seed — previously listed as Tier 8 (private) but Appalachia Ohio Alliance is a nonprofit land trust (LTA member); correctly staged at Tier 7. COUNTY UNCERTAIN — baseline listed as Scioto County; AOA county coverage list mentions Pike but not explicitly Scioto County; preserve URL path includes 'scioto-river-flyway-corridor-initiative' which implies Scioto River geography. County placement requires GIS verification. Acreage, GPS, address, and public access status not confirmed from web search — website blocked; data PENDING. Flag: COUNTY_UNCERTAIN — verify in Scioto vs. Pike County via GIS before pipeline. Baseline seed conditionally confirmed pending county verification.		https://appalachiaohioalliance.org/preserves/scioto-river-flyway-corridor-initiative/scioto-bend-preserve/;https://www.appalachiaohioalliance.org/preserves/	
OH-SC-S-0044	Camp Oyo	Campground			Active	Simon Kenton Council, Boy Scouts of America	Simon Kenton Council, Boy Scouts of America			BSA camp established in 1926 from 55 acres of the Roosevelt Game Refuge, within the Shawnee State Forest boundary.	168 Shawnee Rd West, Portsmouth, Ohio 45663; approximately 10 miles west of Portsmouth off State Route 125; adjacent to Shawnee State Forest	52.0	Scioto		Nile	38.726861	-83.153833	86CRPRGW+PF	Lodge;Camping;Swimming Pool;Watercraft Access;Community Center	Baseline seed — governance correction: baseline listed 'Dan Beard Council, BSA' but Camp Oyo is administered by the Simon Kenton Council, BSA (formed 1994 from merger of Central Ohio, Chief Logan, and Scioto Area councils; the Scioto Area Council was the direct predecessor). Primary use is weekend camping by local BSA Scouting units; non-scout public access not documented — access is program-limited. Camp sits within Shawnee State Forest boundary. Originally 55 acres (1926) from Roosevelt Game Refuge; current records indicate 52 acres. Baseline seed confirmed (entity real, governance corrected). Facility includes 6 lodges, 2 cabins, dining hall, handicraft center, shower house, pool, and waterfront for watersports. Adjacent to Shawnee State Forest. Facilities include dining hall, 6 lodges, 2 cabins, handicraft center, shower house.		https://skcscouts.org/camps/camp-locations-and-rentals/camp-oyo/;https://campreservation.com/441/Camps/2;https://sciotohistorical.org/items/show/68	
OH-SC-S-0045	Otway Covered Bridge	Park			Active	Otway Historical Society	Otway Historical Society	Federal Highway Administration (2012 repair grant)		Only remaining covered bridge in Scioto County. A 127-foot Smith type timber truss bridge over Scioto Brush Creek, built 1874 by Smith Bridge Co. of Toledo. Bypassed and closed to vehicle traffic in 1961; acquired by the Otway Historical Society and now serves as a historic landmark and public park.	5923 State Route 348, Otway, Ohio 45657; Brush Creek Township; crosses Scioto Brush Creek		Scioto		Brush Creek	38.85932	-83.1906	86CRVR55+PQ	Historic Bridge	Baseline seed confirmed. NRHP listed 1974. GPS 38.85932°N, 83.19060°W converted from DMS 38°51.759'N, 83°11.436'W (from HMDB historical marker coordinates). Also referenced at alternate address 341 Curtis Smith Rd, Otway OH 45657. Part of Scioto Heritage Trail. Qualifies as Tier 8 Site (publicly accessible historic structure, Otway Historical Society ownership, identity-bearing). Annual Covered Bridge Festival. Part of the 36-mile Scioto County Shawnee Bridge to Bridge Route (Otway Covered Bridge to Mackletree Bridge). Tornado damaged the roof in March 2012; federal grant-funded repair concluded August 2014. Annual Covered Bridge Festival and Car Show held at this site.		https://en.wikipedia.org/wiki/Otway_Covered_Bridge;https://www.hmdb.org/m.asp?m=132962;https://www.sciotoheritagetrail.com/otway-covered-bridge.html;https://historicbridges.org/bridges/browser/?bridgebrowser=ohio/otway/;https://nationalregisterofhistoricplaces.com/OH/Scioto/state.html	
OH-SC-S-0046	Three Bridges Park	Park			Active	The Boneyfiddle Project	The Boneyfiddle Project	Main Street Portsmouth in Bloom (MSPIB) — Boneyfiddle beautification partner		Outdoor event park and venue in Portsmouth's Boneyfiddle historic district. Home to the Final Friday Concert Series (free, last Friday May–September). Owned and developed by The Boneyfiddle Project, a nonprofit focused on Portsmouth neighborhood revitalization.	131 Front Street, Portsmouth, Ohio; west end of Second Street at the bridge to West Portsmouth		Scioto	Portsmouth		38.73156	-83.00979	86CRPXJR+J3	Garden;Restrooms	Baseline seed confirmed. Ownership previously verified at Tier 6 as The Boneyfiddle Project (private nonprofit) — not a City of Portsmouth park. Correctly assigned Tier 8. No dedicated hiking trails — park is primarily an event/community gathering space. MSP website lists Three Bridges Park under its city parks page but governance is The Boneyfiddle Project, not the city. Final Friday Concert Series held at this venue. Features include flower beds, tree wells with planted trees, Boneyfiddle district signage, and sidewalks.		https://www.mspohio.org/three-bridges-park;https://www.theboneyfiddleproject.org/about	
OH-SC-S-0047	535 On Second	Park			Active	Main Street Portsmouth in Bloom (MSPIB)	Main Street Portsmouth in Bloom (MSPIB)				535 Second Street, Portsmouth, Ohio 45662		Scioto	Portsmouth		38.731788	-83.001368	86CRPXJX+PF	Interpretive Garden	Baseline seed confirmed. Previously staged as partial record (Tier 6 pass — governance confirmed as MSPIB, not city of Portsmouth). Correctly assigned Tier 8. Pocket park created within footprint of collapsed former building. Temporarily closed for updates as of recent news. GPS not confirmed from authoritative source — flag for GPS acquisition pass. Address: 535 Second Street (pocket park name matches street address). Temporarily closed for preservation updates; intended to remain open long-term.		https://www.mspohio.org/city-parks	
